Last Name/Surname	Total1	Asian and Pacific Islander2	Percentage3	Rank4	U.S. Rank5
SHER	2,687	341	12.69%	3,477	11,669
PA	739	341	46.14%	3,478	31,360
KEUNG	373	341	91.42%	3,479	55,121
TONTHAT	363	341	93.94%	3,480	56,310
RAVIKUMAR	348	341	97.99%	3,481	58,337
IKRAM	380	340	89.47%	3,482	54,296
PARUNGAO	376	340	90.43%	3,483	54,752
ALTAF	363	340	93.66%	3,484	56,310
EH	362	340	93.92%	3,485	56,444
CADIENTE	496	340	68.55%	3,486	43,511
TOH	445	340	76.40%	3,487	47,614
LAGMAY	427	340	79.63%	3,488	49,268
CALIMLIM	403	340	84.37%	3,489	51,610
NAG	400	340	85.00%	3,490	51,941
TANIMOTO	399	340	85.21%	3,491	52,037
DAMIAN	7,048	340	4.82%	3,492	4,980
AMAN	3,872	340	8.78%	3,493	8,506
LEN	1,021	340	33.30%	3,494	24,499
RAMROOP	840	339	40.36%	3,495	28,408
HUOT	1,679	339	20.19%	3,496	16,939
HOOVER	57,497	339	0.59%	3,497	580
SHORT	57,477	339	0.59%	3,498	581
WILKINSON	53,739	339	0.63%	3,499	634
BUENDIA	2,635	339	12.87%	3,500	11,882
PANTALEON	2,467	339	13.74%	3,501	12,554
BOLOSAN	404	339	83.91%	3,502	51,512
ABUEG	378	339	89.68%	3,503	54,530
STAMARIA	376	339	90.16%	3,504	54,752
CHATHA	368	339	92.12%	3,505	55,741
PARAMESWARAN	355	339	95.49%	3,506	57,372
NAGAR	574	339	59.06%	3,507	38,532
CHERN	510	339	66.47%	3,508	42,511
SUNDARA	382	338	88.48%	3,509	54,055
THA	382	338	88.48%	3,510	54,055
ALLURI	361	338	93.63%	3,511	56,588
BUAN	428	338	78.97%	3,512	49,177
MACALINO	406	338	83.25%	3,513	51,281
WO	443	338	76.30%	3,514	47,791
DELIMA	2,248	338	15.04%	3,515	13,502
UMAR	724	338	46.69%	3,516	31,873
CAREY	56,322	338	0.60%	3,517	601
ZARAGOZA	18,908	338	1.79%	3,518	1,897
MARAVILLA	5,669	338	5.96%	3,519	6,052
BAY	6,350	337	5.31%	3,520	5,477
HODGES	70,223	337	0.48%	3,521	471
MAGALLANES	8,852	337	3.81%	3,522	4,012
GUI	479	337	70.35%	3,523	44,808
MAQSOOD	385	337	87.53%	3,524	53,667
ROEUN	382	337	88.22%	3,525	54,055
LYU	355	337	94.93%	3,526	57,372
BRILLANTES	407	337	82.80%	3,527	51,176
TADA	403	337	83.62%	3,528	51,610
MANSURI	396	337	85.10%	3,529	52,383
PAGDILAO	401	336	83.79%	3,530	51,830
FUKUHARA	400	336	84.00%	3,531	51,941
MIU	493	336	68.15%	3,532	43,732
MURAI	455	336	73.85%	3,533	46,725
ASIS	525	336	64.00%	3,534	41,426
VARSHNEY	342	336	98.25%	3,535	59,171
VEMULAPALLI	365	336	92.05%	3,536	56,073
MARSH	62,304	336	0.54%	3,537	537
GODOY	11,690	336	2.87%	3,538	3,070
SALAHUDDIN	916	336	36.68%	3,539	26,598
MCGEE	74,542	335	0.45%	3,540	439
PRINCE	47,168	335	0.71%	3,541	743
LANGE	30,984	335	1.08%	3,542	1,132
MATHIAS	8,851	335	3.78%	3,543	4,014
PHOUTHAVONG	369	335	90.79%	3,544	55,619
YEOM	352	335	95.17%	3,545	57,781
GAERLAN	418	335	80.14%	3,546	50,106
BAGUIO	412	335	81.31%	3,547	50,659
OEI	444	335	75.45%	3,548	47,706
CABREROS	442	335	75.79%	3,549	47,878
MURAYAMA	409	334	81.66%	3,550	50,960
DHINDSA	381	334	87.66%	3,551	54,178
DOUNG	355	334	94.08%	3,552	57,372
JASTI	337	334	99.11%	3,553	59,901
SARAN	621	334	53.78%	3,554	36,099
BYRD	92,904	334	0.36%	3,555	331
MCKINNEY	83,616	334	0.40%	3,556	377
OSBORNE	66,827	334	0.50%	3,557	502
HOGAN	63,085	334	0.53%	3,558	536
ENGLISH	46,393	334	0.72%	3,559	748
BARCELONA	1,144	334	29.20%	3,560	22,481
BUCK	42,639	333	0.78%	3,561	812
LUCIANO	10,247	333	3.25%	3,562	3,486
VICTORINO	2,218	333	15.01%	3,563	13,654
DAH	415	333	80.24%	3,564	50,362
TAKENAKA	412	333	80.83%	3,565	50,659
BABAUTA	510	333	65.29%	3,566	42,511
NORONHA	547	332	60.69%	3,567	40,082
KANNO	530	332	62.64%	3,568	41,100
SUGUITAN	401	332	82.79%	3,569	51,830
SAHAI	455	332	72.97%	3,570	46,725
RICH	49,481	332	0.67%	3,571	696
AMADOR	22,370	331	1.48%	3,572	1,603
TALAVERA	7,777	331	4.26%	3,573	4,559
JOW	415	331	79.76%	3,574	50,362
YAMAMURA	411	331	80.54%	3,575	50,771
JAGANNATHAN	349	331	94.84%	3,576	58,182
BAXI	342	331	96.78%	3,577	59,171
DHESI	362	331	91.44%	3,578	56,444
NANG	358	331	92.46%	3,579	56,972
CUL	358	331	92.46%	3,580	56,972
RAMISCAL	391	330	84.40%	3,581	52,970
KUKREJA	373	330	88.47%	3,582	55,121
PARACHA	362	330	91.16%	3,583	56,444
CHAKRAVARTY	353	330	93.48%	3,584	57,639
KANO	567	330	58.20%	3,585	38,902
KHAIRA	348	330	94.83%	3,586	58,337
MIKAMI	435	330	75.86%	3,587	48,530
FURUTA	426	330	77.46%	3,588	49,365
SHAFFER	59,943	330	0.55%	3,589	560
WAHAB	1,035	330	31.88%	3,590	24,237
SANTAANA	870	330	37.93%	3,591	27,646
LALA	1,390	330	23.74%	3,592	19,441
SANMIGUEL	5,513	330	5.99%	3,593	6,204
BARRETTO	815	330	40.49%	3,594	29,093
WYNN	29,417	329	1.12%	3,595	1,203
ASHER	13,371	329	2.46%	3,596	2,695
SARABIA	8,695	329	3.78%	3,597	4,082
PEPITO	435	329	75.63%	3,598	48,530
YASUI	416	329	79.09%	3,599	50,275
ASAI	408	329	80.64%	3,600	51,066
ASHFAQ	382	329	86.13%	3,601	54,055
DOGRA	368	329	89.40%	3,602	55,741
HASNAIN	366	329	89.89%	3,603	55,962
INABA	385	328	85.19%	3,604	53,667
LAT	395	328	83.04%	3,605	52,482
GARCHA	348	328	94.25%	3,606	58,337
CHIDAMBARAM	340	328	96.47%	3,607	59,470
SANTANA	60,667	328	0.54%	3,608	556
TITUS	15,780	328	2.08%	3,609	2,314
GALA	1,095	328	29.95%	3,610	23,268
BHOLA	701	327	46.65%	3,611	32,750
FARMER	69,617	327	0.47%	3,612	480
SHEPHERD	60,479	327	0.54%	3,613	557
HESS	59,486	327	0.55%	3,614	564
GALLO	23,056	327	1.42%	3,615	1,560
VALLEJO	19,117	327	1.71%	3,616	1,881
REY	8,074	327	4.05%	3,617	4,403
INAMDAR	352	327	92.90%	3,618	57,781
LUGTU	351	327	93.16%	3,619	57,914
MAINALI	345	327	94.78%	3,620	58,735
VEMULA	330	327	99.09%	3,621	60,960
GUIANG	388	327	84.28%	3,622	53,316
PAYUMO	353	327	92.63%	3,623	57,639
LEOTA	461	327	70.93%	3,624	46,219
YAMAGATA	459	327	71.24%	3,625	46,404
KISHI	402	327	81.34%	3,626	51,723
KOIZUMI	393	327	83.21%	3,627	52,736
NARRA	405	326	80.49%	3,628	51,396
IWAI	397	326	82.12%	3,629	52,267
MANIVANH	360	326	90.56%	3,630	56,710
VENKATESWARAN	337	326	96.74%	3,631	59,901
TOWNSEND	69,360	326	0.47%	3,632	483
GATES	52,569	326	0.62%	3,633	648
IGLESIAS	10,546	326	3.09%	3,634	3,387
REESE	73,919	325	0.44%	3,635	445
PATTON	66,293	325	0.49%	3,636	506
SHIELDS	50,832	325	0.64%	3,637	672
KEITH	48,487	325	0.67%	3,638	718
BIRD	33,457	325	0.97%	3,639	1,041
LACH	2,515	325	12.92%	3,640	12,362
ADUSUMILLI	328	325	99.09%	3,641	61,297
GALIZA	386	325	84.20%	3,642	53,538
ACOB	382	325	85.08%	3,643	54,055
PAGUIRIGAN	377	325	86.21%	3,644	54,637
BUNAG	355	325	91.55%	3,645	57,372
KASSAM	440	325	73.86%	3,646	48,060
SHIMODA	407	325	79.85%	3,647	51,176
BANGA	444	325	73.20%	3,648	47,706
DALISAY	367	324	88.28%	3,649	55,841
DAYAO	367	324	88.28%	3,650	55,841
TANDOC	364	324	89.01%	3,651	56,195
GIP	341	324	95.01%	3,652	59,324
ASIM	406	324	79.80%	3,653	51,281
CHAP	554	324	58.48%	3,654	39,659
SERNA	25,503	324	1.27%	3,655	1,390
ESPERANZA	1,192	324	27.18%	3,656	21,811
HADI	1,149	324	28.20%	3,657	22,404
PUNG	1,341	323	24.09%	3,658	19,986
KISSOON	814	323	39.68%	3,659	29,117
BIEN	1,960	323	16.48%	3,660	15,060
MUA	377	323	85.68%	3,661	54,637
SANANIKONE	369	323	87.53%	3,662	55,619
JAFFERY	367	323	88.01%	3,663	55,841
KISHIMOTO	441	323	73.24%	3,664	47,966
SUGIHARA	424	323	76.18%	3,665	49,546
MOORTHY	350	323	92.29%	3,666	58,042
LINGAD	348	323	92.82%	3,667	58,337
SHIAO	344	323	93.90%	3,668	58,876
CHILUKURI	330	323	97.88%	3,669	60,960
CHHOR	341	322	94.43%	3,670	59,324
GUINTU	339	322	94.99%	3,671	59,603
SETHURAMAN	328	322	98.17%	3,672	61,297
LACSAMANA	379	322	84.96%	3,673	54,418
LANDICHO	361	322	89.20%	3,674	56,588
TEJANI	361	322	89.20%	3,675	56,588
RIGOR	533	322	60.41%	3,676	40,909
PHANN	406	322	79.31%	3,677	51,281
NONAKA	390	321	82.31%	3,678	53,072
KATHURIA	337	321	95.25%	3,679	59,901
LAUREL	1,984	321	16.18%	3,680	14,920
GALLEGOS	68,373	321	0.47%	3,681	486
ISRAEL	10,245	321	3.13%	3,682	3,488
GOLLA	2,293	321	14.00%	3,683	13,300
CHUCK	904	321	35.51%	3,684	26,873
AKI	867	320	36.91%	3,685	27,732
JURADO	9,309	320	3.44%	3,686	3,804
SHAREEF	1,113	320	28.75%	3,687	22,978
KARRI	342	320	93.57%	3,688	59,171
BASKARAN	339	320	94.40%	3,689	59,603
PERVEEN	331	320	96.68%	3,690	60,790
MATSUYAMA	381	320	83.99%	3,691	54,178
CHEY	372	320	86.02%	3,692	55,255
YOUNUS	427	320	74.94%	3,693	49,268
TSUTSUI	419	320	76.37%	3,694	49,999
SATHE	439	319	72.67%	3,695	48,160
TAW	377	319	84.62%	3,696	54,637
DHOLAKIA	357	319	89.36%	3,697	57,101
QUITUGUA	503	319	63.42%	3,698	43,006
FRANCIA	1,205	319	26.47%	3,699	21,633
EMMANUEL	2,864	319	11.14%	3,700	11,081
HAIL	86,240	319	0.37%	3,701	364
GIBBS	65,064	319	0.49%	3,702	515
NARVAEZ	10,579	319	3.02%	3,703	3,373
MENDES	10,162	319	3.14%	3,704	3,514
DRAKE	61,162	318	0.52%	3,705	549
MULLER	27,216	318	1.17%	3,706	1,293
TAVARES	12,766	318	2.49%	3,707	2,825
MENEZES	1,241	318	25.62%	3,708	21,157
EDRALIN	415	318	76.63%	3,709	50,362
KOLLA	395	318	80.51%	3,710	52,482
RAMI	595	318	53.45%	3,711	37,442
SUSANTO	342	318	92.98%	3,712	59,171
NOZAKI	381	318	83.46%	3,713	54,178
CHAUDHRI	376	318	84.57%	3,714	54,752
JASWAL	357	318	89.08%	3,715	57,101
TUPAS	364	317	87.09%	3,716	56,195
SHIMAMOTO	440	317	72.05%	3,717	48,060
TOKUDA	398	317	79.65%	3,718	52,169
SAYSON	392	317	80.87%	3,719	52,851
PALISOC	348	317	91.09%	3,720	58,337
GOHEL	342	317	92.69%	3,721	59,171
CHHAN	339	317	93.51%	3,722	59,603
TANVEER	332	317	95.48%	3,723	60,636
KANDASAMY	330	317	96.06%	3,724	60,960
CHANDRASEKAR	325	317	97.54%	3,725	61,745
PRASLA	325	317	97.54%	3,726	61,745
LACUESTA	478	317	66.32%	3,727	44,872
HUBBARD	70,362	317	0.45%	3,728	470
CARDONA	32,727	317	0.97%	3,729	1,071
PAEZ	10,433	317	3.04%	3,730	3,420
LEVY	37,228	316	0.85%	3,731	932
SABINO	2,328	316	13.57%	3,732	13,148
THAKAR	355	316	89.01%	3,733	57,372
TAE	349	316	90.54%	3,734	58,182
PHON	343	316	92.13%	3,735	59,017
MAJMUDAR	336	316	94.05%	3,736	60,045
VAGHELA	331	316	95.47%	3,737	60,790
KHUON	330	316	95.76%	3,738	60,960
BASTOLA	328	316	96.34%	3,739	61,297
SAH	408	316	77.45%	3,740	51,066
CACAL	408	316	77.45%	3,741	51,066
GHAFFAR	416	315	75.72%	3,742	50,275
SVAY	346	315	91.04%	3,743	58,604
THAPAR	345	315	91.30%	3,744	58,735
CHHUM	336	315	93.75%	3,745	60,045
KANSARA	330	315	95.45%	3,746	60,960
KATRAGADDA	327	315	96.33%	3,747	61,436
MAGLALANG	362	315	87.02%	3,748	56,444
WILCOX	56,286	315	0.56%	3,749	602
BOYER	50,742	315	0.62%	3,750	676
RUBIN	23,165	315	1.36%	3,751	1,553
PALOMO	7,478	315	4.21%	3,752	4,741
GERVACIO	1,391	314	22.57%	3,753	19,425
TABORA	1,374	314	22.85%	3,754	19,628
NICHOLSON	58,151	314	0.54%	3,755	575
AVILES	25,716	314	1.22%	3,756	1,375
THOMSON	24,750	314	1.27%	3,757	1,440
ENOS	8,097	314	3.88%	3,758	4,392
KUN	822	314	38.20%	3,759	28,909
CABALLES	367	314	85.56%	3,760	55,841
MEGHANI	356	314	88.20%	3,761	57,234
SOY	538	314	58.36%	3,762	40,610
DARJEE	321	314	97.82%	3,763	62,359
OUN	436	314	72.02%	3,764	48,436
MORIOKA	409	313	76.53%	3,765	50,960
MURANAKA	400	313	78.25%	3,766	51,941
SUGAI	389	313	80.46%	3,767	53,204
UCHIYAMA	388	313	80.67%	3,768	53,316
WAKABAYASHI	367	313	85.29%	3,769	55,841
MANGLICMOT	356	313	87.92%	3,770	57,234
TIWANA	343	313	91.25%	3,771	59,017
CHATTOPADHYAY	332	313	94.28%	3,772	60,636
HSING	323	313	96.90%	3,773	62,045
KOTHAPALLI	318	313	98.43%	3,774	62,903
KIMOTO	418	312	74.64%	3,775	50,106
SUKHU	598	312	52.17%	3,776	37,288
LAHIRI	345	312	90.43%	3,777	58,735
TRIPATHY	341	312	91.50%	3,778	59,324
RAVISHANKAR	322	312	96.89%	3,779	62,189
TERRADO	391	312	79.80%	3,780	52,970
SOHI	378	312	82.54%	3,781	54,530
SAFDAR	373	312	83.65%	3,782	55,121
RIVAS	76,205	312	0.41%	3,783	426
STRICKLAND	67,769	312	0.46%	3,784	494
CASAS	19,777	312	1.58%	3,785	1,813
BA	2,451	312	12.73%	3,786	12,627
DURRANT	3,282	311	9.48%	3,787	9,854
PHILIPS	6,840	311	4.55%	3,788	5,118
ALMEDA	1,528	311	20.35%	3,789	18,208
NASH	58,714	311	0.53%	3,790	569
BOOTH	49,402	311	0.63%	3,791	697
FROST	42,015	311	0.74%	3,792	822
ROE	25,286	311	1.23%	3,793	1,406
PARR	16,286	311	1.91%	3,794	2,239
TODA	477	311	65.20%	3,795	44,957
IOANE	446	311	69.73%	3,796	47,521
SAYARATH	347	311	89.63%	3,797	58,481
TALLURI	322	311	96.58%	3,798	62,189
RAGHUNATHAN	321	311	96.88%	3,799	62,359
MUNG	333	310	93.09%	3,800	60,505
KHATTAK	385	310	80.52%	3,801	53,667
TAGAWA	364	310	85.16%	3,802	56,195
MIYAHARA	420	310	73.81%	3,803	49,914
FIESTA	411	310	75.43%	3,804	50,771
TOMINAGA	401	310	77.31%	3,805	51,830
OBA	478	310	64.85%	3,806	44,872
TAU	526	310	58.94%	3,807	41,359
BOWERS	66,003	310	0.47%	3,808	511
YATES	63,254	310	0.49%	3,809	535
GADE	1,358	310	22.83%	3,810	19,803
SAING	369	309	83.74%	3,811	55,619
VIJAYAN	325	309	95.08%	3,812	61,745
RAZZAQ	426	309	72.54%	3,813	49,365
ORPILLA	395	309	78.23%	3,814	52,482
SAYANI	394	309	78.43%	3,815	52,619
UPPALAPATI	312	308	98.72%	3,816	63,873
JAYARAM	342	308	90.06%	3,817	59,171
MANICKAM	332	308	92.77%	3,818	60,636
SIWAKOTI	327	308	94.19%	3,819	61,436
KANCHARLA	321	308	95.95%	3,820	62,359
BUDHU	656	308	46.95%	3,821	34,495
TORIBIO	4,679	308	6.58%	3,822	7,148
SUMMERS	56,953	308	0.54%	3,823	591
TANNER	48,813	308	0.63%	3,824	709
ARCA	700	308	44.00%	3,825	32,792
BELLA	2,999	307	10.24%	3,826	10,668
SWAIN	25,157	307	1.22%	3,827	1,412
RABANAL	591	307	51.95%	3,828	37,646
SUPNET	432	307	71.06%	3,829	48,800
KASHIF	389	307	78.92%	3,830	53,204
KOSAKA	365	307	84.11%	3,831	56,073
LOMIBAO	348	307	88.22%	3,832	58,337
UPRETI	337	307	91.10%	3,833	59,901
PANDIAN	334	307	91.92%	3,834	60,347
SUBRAMANI	334	306	91.62%	3,835	60,347
BAGCHI	331	306	92.45%	3,836	60,790
KOBASHIGAWA	401	306	76.31%	3,837	51,830
KUM	497	306	61.57%	3,838	43,438
RATTAN	740	306	41.35%	3,839	31,329
DINO	937	305	32.55%	3,840	26,126
SALUD	455	305	67.03%	3,841	46,725
ABIDI	447	305	68.23%	3,842	47,429
BAJPAI	332	305	91.87%	3,843	60,636
BUENVIAJE	330	305	92.42%	3,844	60,960
SHOJI	395	305	77.22%	3,845	52,482
MURALIDHARAN	318	305	95.91%	3,846	62,903
VANGALA	310	304	98.06%	3,847	64,200
SORN	498	304	61.04%	3,848	43,369
KIDO	485	304	62.68%	3,849	44,356
DEPERALTA	466	304	65.24%	3,850	45,804
NAIDOO	464	304	65.52%	3,851	45,959
WI	538	304	56.51%	3,852	40,610
SIO	416	304	73.08%	3,853	50,275
TAJIMA	359	304	84.68%	3,854	56,836
TAKADA	350	304	86.86%	3,855	58,042
SEANG	320	304	95.00%	3,856	62,531
MUKHTAR	719	304	42.28%	3,857	32,079
STEIN	43,389	304	0.70%	3,858	796
GOLL	2,037	304	14.92%	3,859	14,612
AMANTE	982	303	30.86%	3,860	25,226
CONNER	64,572	303	0.47%	3,861	518
CALLAHAN	50,524	303	0.60%	3,862	682
BERGER	43,851	303	0.69%	3,863	785
VERA	33,674	303	0.90%	3,864	1,031
CORNEJO	17,591	303	1.72%	3,865	2,045
SOEUNG	332	303	91.27%	3,866	60,636
LAPUZ	332	303	91.27%	3,867	60,636
PAJARILLO	328	303	92.38%	3,868	61,297
MAENG	315	303	96.19%	3,869	63,373
ONA	584	303	51.88%	3,870	37,993
SAHI	377	303	80.37%	3,871	54,637
LAVARIAS	371	303	81.67%	3,872	55,386
MURTAZA	364	303	83.24%	3,873	56,195
SUAN	429	303	70.63%	3,874	49,087
HAMASAKI	408	303	74.26%	3,875	51,066
PANCHOLI	307	302	98.37%	3,876	64,721
ALAPATI	338	302	89.35%	3,877	59,742
PARAJULI	326	302	92.64%	3,878	61,585
SOEUN	321	302	94.08%	3,879	62,359
NAGASAWA	391	302	77.24%	3,880	52,970
YOSHIHARA	378	302	79.89%	3,881	54,530
KEY	33,501	302	0.90%	3,882	1,037
CAMARA	8,324	302	3.63%	3,883	4,263
GANG	1,207	302	25.02%	3,884	21,609
MORSE	41,774	301	0.72%	3,885	824
LINN	12,508	301	2.41%	3,886	2,876
CASTELLANO	11,238	301	2.68%	3,887	3,212
JALIL	715	301	42.10%	3,888	32,236
DEGRACIA	914	301	32.93%	3,889	26,654
EDWARD	4,473	301	6.73%	3,890	7,446
SHUE	3,155	301	9.54%	3,891	10,215
ARBOLEDA	2,157	301	13.95%	3,892	13,976
MAKINO	359	301	83.84%	3,893	56,836
DEBNATH	320	301	94.06%	3,894	62,531
SALDANHA	480	301	62.71%	3,895	44,730
JAHANGIR	397	301	75.82%	3,896	52,267
DIAO	396	301	76.01%	3,897	52,383
YONAMINE	393	301	76.59%	3,898	52,736
CHANDRASEKHAR	326	301	92.33%	3,899	61,585
NICDAO	324	301	92.90%	3,900	61,899
CHOUN	348	300	86.21%	3,901	58,337
MATSUNO	361	300	83.10%	3,902	56,588
BHANDAL	314	300	95.54%	3,903	63,524
SRIKANTH	311	300	96.46%	3,904	64,054
SATISH	310	300	96.77%	3,905	64,200
KHUC	307	300	97.72%	3,906	64,721
RAMNATH	683	300	43.92%	3,907	33,410
MANDA	673	300	44.58%	3,908	33,810
POPE	63,881	300	0.47%	3,909	528
ALLISON	52,701	300	0.57%	3,910	646
RASMUSSEN	36,636	300	0.82%	3,911	947
PURCELL	22,383	300	1.34%	3,912	1,599
CASINO	1,061	300	28.28%	3,913	23,817
POL	1,312	299	22.79%	3,914	20,274
SANA	596	299	50.17%	3,915	37,391
BALAGOT	388	299	77.06%	3,916	53,316
MARWAHA	335	299	89.25%	3,917	60,196
KAFLEY	318	299	94.03%	3,918	62,903
PARUCHURI	316	299	94.62%	3,919	63,218
KADIYALA	315	299	94.92%	3,920	63,373
KHANGURA	306	299	97.71%	3,921	64,891
FRONDA	413	299	72.40%	3,922	50,564
DEVILLA	440	298	67.73%	3,923	48,060
ARCIAGA	387	298	77.00%	3,924	53,419
VACHHANI	308	298	96.75%	3,925	64,559
PALANISAMY	303	298	98.35%	3,926	65,424
KOY	567	298	52.56%	3,927	38,902
DELKCRUZ	333	298	89.49%	3,928	60,505
MANLAPAZ	332	298	89.76%	3,929	60,636
BAMBA	994	298	29.98%	3,930	25,003
HEER	2,007	298	14.85%	3,931	14,787
BRIGGS	58,408	298	0.51%	3,932	572
COCHRAN	59,350	297	0.50%	3,933	567
DALTON	52,184	297	0.57%	3,934	654
SEID	1,185	297	25.06%	3,935	21,912
MANGAHAS	351	297	84.62%	3,936	57,914
KAW	345	297	86.09%	3,937	58,735
GUNDA	340	297	87.35%	3,938	59,470
BOADO	425	297	69.88%	3,939	49,461
BALI	484	297	61.36%	3,940	44,423
RAMDASS	679	297	43.74%	3,941	33,567
CENDANA	357	297	83.19%	3,942	57,101
TAMONDONG	355	297	83.66%	3,943	57,372
MOTIWALA	313	297	94.89%	3,944	63,698
MURUGAN	312	297	95.19%	3,945	63,873
TSUNG	337	296	87.83%	3,946	59,901
VAKHARIA	327	296	90.52%	3,947	61,436
JIVANI	320	296	92.50%	3,948	62,531
HIRONAKA	394	296	75.13%	3,949	52,619
CHIBA	360	296	82.22%	3,950	56,710
NABONG	353	296	83.85%	3,951	57,639
HALDER	655	296	45.19%	3,952	34,539
TIO	587	296	50.43%	3,953	37,848
MORROW	56,840	296	0.52%	3,954	594
VALENTIN	19,211	296	1.54%	3,955	1,868
JACK	15,256	296	1.94%	3,956	2,382
WALTON	73,854	295	0.40%	3,957	446
CLEMENT	23,830	295	1.24%	3,958	1,505
SHAY	9,212	295	3.20%	3,959	3,843
MELCHOR	8,319	295	3.55%	3,960	4,269
GRANDE	7,904	295	3.73%	3,961	4,487
AMAR	1,797	295	16.42%	3,962	16,108
MALEK	4,780	295	6.17%	3,963	7,008
ENGINEER	348	295	84.77%	3,964	58,337
YUSON	345	295	85.51%	3,965	58,735
PATANKAR	320	295	92.19%	3,966	62,531
PILI	450	295	65.56%	3,967	47,186
CATACUTAN	315	295	93.65%	3,968	63,373
PRADEEP	305	295	96.72%	3,969	65,066
ARANETA	371	295	79.51%	3,970	55,386
NIP	366	295	80.60%	3,971	55,962
QUI	359	295	82.17%	3,972	56,836
NAGANO	343	294	85.71%	3,973	59,017
MAHTANI	341	294	86.22%	3,974	59,324
PHAL	335	294	87.76%	3,975	60,196
SOUNDARA	332	294	88.55%	3,976	60,636
VILLARUZ	330	294	89.09%	3,977	60,960
JASSAL	325	294	90.46%	3,978	61,745
MANALOTO	321	294	91.59%	3,979	62,359
HTWE	310	294	94.84%	3,980	64,200
CHHIN	309	294	95.15%	3,981	64,388
BIJU	297	294	98.99%	3,982	66,553
RAMCHARAN	825	294	35.64%	3,983	28,829
SHAKOOR	781	294	37.64%	3,984	30,043
ATKINSON	53,376	294	0.55%	3,985	637
BOND	50,610	294	0.58%	3,986	679
BAXTER	49,033	294	0.60%	3,987	706
SHERRILL	13,631	294	2.16%	3,988	2,640
CANDELARIA	8,483	294	3.47%	3,989	4,176
SWEENEY	52,410	293	0.56%	3,990	651
EK	1,882	293	15.57%	3,991	15,546
MACASPAC	315	293	93.02%	3,992	63,373
ALEGADO	314	293	93.31%	3,993	63,524
BALASUBRAMANIAM	307	293	95.44%	3,994	64,721
OKAWA	342	293	85.67%	3,995	59,171
PERVAIZ	334	293	87.72%	3,996	60,347
CING	322	293	90.99%	3,997	62,189
MATHARU	320	293	91.56%	3,998	62,531
TOVES	529	293	55.39%	3,999	41,164
VILLARUEL	511	293	57.34%	4,000	42,455
