Last_Name/Surname	Total1	American_Indian_and_Alaskan_Native2	Percentage3	Rank4	U.S._Rank5
HILLIS	5,866	83	1.41%	3,483	5,884
VAZQUEZ	138,322	83	0.06%	3,484	203
MCMAHON	39,411	83	0.21%	3,485	883
LUTZ	32,050	83	0.26%	3,486	1,092
DOHERTY	27,787	83	0.30%	3,487	1,264
SWENSON	23,009	83	0.36%	3,488	1,563
DOSS	21,366	83	0.39%	3,489	1,687
RUDOLPH	19,854	83	0.42%	3,490	1,808
HAYWOOD	18,360	83	0.45%	3,491	1,970
CRENSHAW	18,096	83	0.46%	3,492	1,995
KINCAID	18,075	83	0.46%	3,493	2,000
HILLMAN	15,738	83	0.53%	3,494	2,321
CRAVEN	15,567	83	0.53%	3,495	2,341
CALLAWAY	13,819	83	0.60%	3,496	2,610
MCADAMS	11,547	83	0.72%	3,497	3,122
MCINTIRE	10,566	83	0.79%	3,498	3,380
MAULDIN	10,011	83	0.83%	3,499	3,561
PEAK	8,713	83	0.95%	3,500	4,076
CARDEN	8,548	83	0.97%	3,501	4,143
TILLERY	8,156	83	1.02%	3,502	4,355
PRENTICE	7,874	83	1.05%	3,503	4,505
TEEL	7,814	83	1.06%	3,504	4,539
BRESETTE	554	83	14.98%	3,505	39,659
TOMAH	185	83	44.86%	3,506	98,099
WHITESHIRT	100	83	83.00%	3,507	160,975
WERO	104	83	79.81%	3,508	156,044
TACHINE	107	82	76.64%	3,509	152,628
TURTLE	329	82	24.92%	3,510	61,123
GHOST	143	82	57.34%	3,511	120,901
FULWILDER	121	82	67.77%	3,512	138,304
ACEVEDO	51,351	82	0.16%	3,513	665
FREY	32,904	82	0.25%	3,514	1,065
QUIROZ	27,452	82	0.30%	3,515	1,280
SCHAFFER	20,614	82	0.40%	3,516	1,738
STATON	14,413	82	0.57%	3,517	2,514
WHITTEN	14,054	82	0.58%	3,518	2,571
LUSK	12,847	82	0.64%	3,519	2,803
BROTHERS	11,619	82	0.71%	3,520	3,096
BILLS	10,051	82	0.82%	3,521	3,552
RENFRO	9,806	82	0.84%	3,522	3,623
SEAL	9,316	82	0.88%	3,523	3,797
KOHL	9,303	82	0.88%	3,524	3,806
PLANTE	7,744	82	1.06%	3,525	4,583
SEGUNDO	3,148	82	2.60%	3,526	10,237
WORCESTER	2,384	82	3.44%	3,527	12,897
BETHEL	7,573	82	1.08%	3,528	4,686
ROEBUCK	5,100	82	1.61%	3,529	6,638
JACQUEZ	4,105	82	2.00%	3,530	8,073
DEVEREAUX	3,949	82	2.08%	3,531	8,383
CALLISON	3,474	82	2.36%	3,532	9,365
BOHANON	1,794	82	4.57%	3,533	16,130
SEYLER	2,102	81	3.85%	3,534	14,257
ROSAS	44,938	81	0.18%	3,535	765
COULTER	20,757	81	0.39%	3,536	1,725
CUTLER	15,621	81	0.52%	3,537	2,331
SCHULER	14,745	81	0.55%	3,538	2,448
SEAY	14,046	81	0.58%	3,539	2,573
FAIRCHILD	13,993	81	0.58%	3,540	2,581
KILLIAN	12,717	81	0.64%	3,541	2,833
NESS	11,037	81	0.73%	3,542	3,272
PHELAN	10,562	81	0.77%	3,543	3,382
LANHAM	10,170	81	0.80%	3,544	3,513
CASWELL	9,827	81	0.82%	3,545	3,611
BEALL	9,202	81	0.88%	3,546	3,847
RANEY	8,801	81	0.92%	3,547	4,038
GONSALVES	8,494	81	0.95%	3,548	4,173
PINKERTON	8,446	81	0.96%	3,549	4,195
SCOGGINS	8,302	81	0.98%	3,550	4,282
SAVOY	7,649	81	1.06%	3,551	4,638
LIVERS	1,314	81	6.16%	3,552	20,248
TWIST	1,231	81	6.58%	3,553	21,288
NEEL	7,209	81	1.12%	3,554	4,887
WELLINGTON	6,784	81	1.19%	3,555	5,156
CHILTON	6,263	81	1.29%	3,556	5,551
CELAYA	4,664	81	1.74%	3,557	7,173
VALLEY	4,497	81	1.80%	3,558	7,402
CARRICK	3,935	81	2.06%	3,559	8,405
SHAMBLIN	3,501	81	2.31%	3,560	9,297
MORNINGSTAR	2,673	81	3.03%	3,561	11,722
POORMAN	2,387	81	3.39%	3,562	12,886
LADUE	2,374	81	3.41%	3,563	12,941
HOGNER	126	81	64.29%	3,564	133,863
TETON	124	81	65.32%	3,565	135,593
NAHA	162	81	50.00%	3,566	109,258
MAKIL	173	81	46.82%	3,567	103,655
SNAKE	108	81	75.00%	3,568	151,532
HOLYAN	106	81	76.42%	3,569	153,769
SHANGIN	104	81	77.88%	3,570	156,044
MUTE	104	81	77.88%	3,571	156,044
MARCELLAIS	104	81	77.88%	3,572	156,044
OAKGROVE	103	81	78.64%	3,573	157,234
ANALLA	305	81	26.56%	3,574	65,066
TREE	643	81	12.60%	3,575	35,057
WEDDELL	632	81	12.82%	3,576	35,582
ICEMAN	277	81	29.24%	3,577	70,645
CHATTO	211	80	37.91%	3,578	88,020
CAPOEMAN	104	80	76.92%	3,579	156,044
NAPOLEON	2,624	80	3.05%	3,580	11,928
ARIAS	57,477	80	0.14%	3,581	581
BELTRAN	49,776	80	0.16%	3,582	692
DAVILA	44,388	80	0.18%	3,583	774
BYRNE	29,503	80	0.27%	3,584	1,198
STAHL	22,211	80	0.36%	3,585	1,619
GRIMM	22,103	80	0.36%	3,586	1,630
MCRAE	18,156	80	0.44%	3,587	1,987
RAHMAN	18,097	80	0.44%	3,588	1,994
COTTRELL	16,930	80	0.47%	3,589	2,141
HILLS	13,829	80	0.58%	3,590	2,608
PRUETT	13,618	80	0.59%	3,591	2,644
CLEVENGER	12,428	80	0.64%	3,592	2,889
MASTERSON	12,117	80	0.66%	3,593	2,961
CHOWDHURY	11,961	80	0.67%	3,594	2,997
CASON	11,657	80	0.69%	3,595	3,083
FAULK	11,656	80	0.69%	3,596	3,084
PAULSEN	11,243	80	0.71%	3,597	3,211
WREN	11,211	80	0.71%	3,598	3,220
TURLEY	10,524	80	0.76%	3,599	3,398
PENNY	10,249	80	0.78%	3,600	3,485
SHORE	10,130	80	0.79%	3,601	3,523
JOHANSEN	9,815	80	0.82%	3,602	3,619
KEATON	9,723	80	0.82%	3,603	3,656
RENO	9,322	80	0.86%	3,604	3,794
DOUVILLE	819	80	9.77%	3,605	28,998
CHEATWOOD	1,956	80	4.09%	3,606	15,080
BOW	1,684	80	4.75%	3,607	16,909
EDEN	7,489	80	1.07%	3,608	4,736
JENKS	7,396	80	1.08%	3,609	4,782
DICKENSON	4,575	80	1.75%	3,610	7,283
BEAUDRY	4,293	80	1.86%	3,611	7,734
PADEN	4,223	80	1.89%	3,612	7,842
SPRY	3,940	80	2.03%	3,613	8,398
RAFAEL	3,631	80	2.20%	3,614	9,006
BENNY	1,376	80	5.81%	3,615	19,602
CHAIR	139	80	57.55%	3,616	123,796
ANDY	657	80	12.18%	3,617	34,465
ALECK	307	80	26.06%	3,618	64,721
LATRAY	342	80	23.39%	3,619	59,171
HOSTLER	1,083	79	7.29%	3,620	23,472
MEXICANO	706	79	11.19%	3,621	32,562
TOPPING	3,423	79	2.31%	3,622	9,496
RACHAL	3,346	79	2.36%	3,623	9,695
PEARMAN	2,910	79	2.71%	3,624	10,942
IBARRA	66,063	79	0.12%	3,625	507
TOVAR	32,760	79	0.24%	3,626	1,070
VALLE	31,716	79	0.25%	3,627	1,104
ELIAS	24,696	79	0.32%	3,628	1,443
GOLDMAN	23,940	79	0.33%	3,629	1,495
BRAGG	21,934	79	0.36%	3,630	1,643
HOFF	17,223	79	0.46%	3,631	2,103
ANDERS	15,554	79	0.51%	3,632	2,343
TINSLEY	15,442	79	0.51%	3,633	2,361
BRIONES	15,098	79	0.52%	3,634	2,403
BRINKLEY	13,695	79	0.58%	3,635	2,632
HERRMANN	13,226	79	0.60%	3,636	2,723
MIXON	12,394	79	0.64%	3,637	2,894
CARDWELL	11,791	79	0.67%	3,638	3,037
HILDEBRAND	11,687	79	0.68%	3,639	3,072
BARBEE	11,470	79	0.69%	3,640	3,151
LINDLEY	10,260	79	0.77%	3,641	3,482
COLBURN	10,005	79	0.79%	3,642	3,564
PARTRIDGE	9,909	79	0.80%	3,643	3,589
GABLE	9,779	79	0.81%	3,644	3,634
MCCOMBS	9,134	79	0.86%	3,645	3,882
HOLLY	8,934	79	0.88%	3,646	3,979
SOUTHARD	8,808	79	0.90%	3,647	4,035
RICKMAN	6,774	79	1.17%	3,648	5,166
NASON	6,040	79	1.31%	3,649	5,738
BABBITT	5,320	79	1.48%	3,650	6,395
TREAT	4,765	79	1.66%	3,651	7,021
DRUM	4,468	79	1.77%	3,652	7,459
DRENNAN	4,233	79	1.87%	3,653	7,821
COUNTRYMAN	4,144	79	1.91%	3,654	7,977
FLEETWOOD	3,819	79	2.07%	3,655	8,611
MCNAC	204	79	38.73%	3,656	90,495
MEXICAN	125	79	63.20%	3,657	134,712
LONGEE	149	79	53.02%	3,658	116,829
FATT	159	79	49.69%	3,659	110,825
SPRINGWATER	163	78	47.85%	3,660	108,734
WHITEKILLER	127	78	61.42%	3,661	133,048
PLANT	5,858	78	1.33%	3,662	5,890
VERMILLION	5,449	78	1.43%	3,663	6,271
PERCY	4,226	78	1.85%	3,664	7,837
BONEY	3,789	78	2.06%	3,665	8,673
MARRUFO	3,626	78	2.15%	3,666	9,017
BRUNETTE	3,459	78	2.25%	3,667	9,399
DAKE	3,277	78	2.38%	3,668	9,872
HONEA	3,179	78	2.45%	3,669	10,145
MAX	2,769	78	2.82%	3,670	11,388
JOURDAN	2,612	78	2.99%	3,671	11,965
LADUKE	2,544	78	3.07%	3,672	12,231
RANGER	2,504	78	3.12%	3,673	12,417
LEITH	2,448	78	3.19%	3,674	12,642
BARNABY	2,296	78	3.40%	3,675	13,283
ARCH	1,279	78	6.10%	3,676	20,687
DALY	31,330	78	0.25%	3,677	1,118
PEREIRA	29,898	78	0.26%	3,678	1,175
KESSLER	29,064	78	0.27%	3,679	1,216
CASTLE	20,534	78	0.38%	3,680	1,744
FAIR	18,609	78	0.42%	3,681	1,942
RICKS	18,506	78	0.42%	3,682	1,950
HUTTON	18,479	78	0.42%	3,683	1,955
HUMPHRIES	18,201	78	0.43%	3,684	1,981
BURROUGHS	17,336	78	0.45%	3,685	2,087
WETZEL	15,849	78	0.49%	3,686	2,300
HANDY	14,537	78	0.54%	3,687	2,482
LAWS	14,511	78	0.54%	3,688	2,486
MINTON	13,737	78	0.57%	3,689	2,626
WILLEY	13,067	78	0.60%	3,690	2,759
LEGGETT	12,977	78	0.60%	3,691	2,777
DANIELSON	12,833	78	0.61%	3,692	2,808
HUDGINS	11,755	78	0.66%	3,693	3,048
CARD	9,742	78	0.80%	3,694	3,651
REDDEN	9,067	78	0.86%	3,695	3,919
HAWKS	8,639	78	0.90%	3,696	4,105
SANDO	968	78	8.06%	3,697	25,518
SLICK	1,693	78	4.61%	3,698	16,856
HOT	397	78	19.65%	3,699	52,267
PAYMENT	661	78	11.80%	3,700	34,314
SUKE	108	78	72.22%	3,701	151,532
BODFISH	198	78	39.39%	3,702	92,719
SIOW	220	78	35.45%	3,703	85,049
BELONGA	240	77	32.08%	3,704	79,338
LABATTE	280	77	27.50%	3,705	69,996
TAH	277	77	27.80%	3,706	70,645
NICKEY	586	77	13.14%	3,707	37,899
PARRIE	310	77	24.84%	3,708	64,200
PAISANO	304	77	25.33%	3,709	65,244
BLACKIE	477	77	16.14%	3,710	44,957
CREPPEL	445	77	17.30%	3,711	47,614
LEHI	124	77	62.10%	3,712	135,593
REDHAIR	172	77	44.77%	3,713	104,156
LIRETTE	2,044	77	3.77%	3,714	14,571
KEO	3,223	77	2.39%	3,715	10,001
LAPLANT	2,482	77	3.10%	3,716	12,491
MAUPIN	6,051	77	1.27%	3,717	5,730
LOWREY	5,607	77	1.37%	3,718	6,117
RIDGWAY	5,429	77	1.42%	3,719	6,291
LOOPER	4,451	77	1.73%	3,720	7,486
RUSSEL	4,195	77	1.84%	3,721	7,894
CHANCELLOR	4,147	77	1.86%	3,722	7,974
SULLY	757	77	10.17%	3,723	30,767
GOUDREAU	1,405	77	5.48%	3,724	19,282
TULLEY	1,081	77	7.12%	3,725	23,500
CURRAN	24,969	77	0.31%	3,726	1,423
MAHER	23,222	77	0.33%	3,727	1,549
WADDELL	21,301	77	0.36%	3,728	1,691
VOSS	20,911	77	0.37%	3,729	1,719
METZGER	20,771	77	0.37%	3,730	1,724
JORGENSEN	20,731	77	0.37%	3,731	1,728
FERNANDES	18,018	77	0.43%	3,732	2,007
COE	16,819	77	0.46%	3,733	2,157
KOHLER	16,686	77	0.46%	3,734	2,177
BURNHAM	15,775	77	0.49%	3,735	2,315
MATTINGLY	15,050	77	0.51%	3,736	2,411
POWER	14,890	77	0.52%	3,737	2,435
WAKEFIELD	14,587	77	0.53%	3,738	2,472
KAHN	14,584	77	0.53%	3,739	2,473
FOURNIER	14,449	77	0.53%	3,740	2,505
SQUIRES	14,045	77	0.55%	3,741	2,574
COBURN	13,741	77	0.56%	3,742	2,625
PRINGLE	13,115	77	0.59%	3,743	2,750
DOVER	9,742	77	0.79%	3,744	3,651
DUGGER	9,164	77	0.84%	3,745	3,869
SPALDING	8,601	77	0.90%	3,746	4,125
FRAZER	7,743	77	0.99%	3,747	4,585
SHORES	7,691	77	1.00%	3,748	4,613
WEAHKEE	110	77	70.00%	3,749	149,395
TATSEY	121	77	63.64%	3,750	138,304
KOMPKOFF	105	76	72.38%	3,751	154,907
TWINN	164	76	46.34%	3,752	108,199
SWAYNEY	149	76	51.01%	3,753	116,829
MALMAY	220	76	34.55%	3,754	85,049
CHATLIN	184	76	41.30%	3,755	98,553
SHANTA	241	76	31.54%	3,756	79,075
HILLAIRE	188	76	40.43%	3,757	96,799
BILLEY	386	76	19.69%	3,758	53,538
DESAUTEL	558	76	13.62%	3,759	39,419
WALN	550	76	13.82%	3,760	39,887
VELAZQUEZ	63,736	76	0.12%	3,761	530
MULLER	27,216	76	0.28%	3,762	1,293
CABRAL	23,128	76	0.33%	3,763	1,557
EGAN	23,048	76	0.33%	3,764	1,561
AMADOR	22,370	76	0.34%	3,765	1,603
MADSEN	17,364	76	0.44%	3,766	2,083
DOZIER	16,091	76	0.47%	3,767	2,259
MOCK	15,847	76	0.48%	3,768	2,301
WINSLOW	14,056	76	0.54%	3,769	2,570
COY	13,875	76	0.55%	3,770	2,597
RINEHART	13,392	76	0.57%	3,771	2,688
BURDEN	13,028	76	0.58%	3,772	2,770
LIPSCOMB	12,948	76	0.59%	3,773	2,788
SNODGRASS	12,806	76	0.59%	3,774	2,818
BOLLINGER	12,425	76	0.61%	3,775	2,891
FINE	11,618	76	0.65%	3,776	3,097
GRISSOM	11,563	76	0.66%	3,777	3,116
NEWBY	11,483	76	0.66%	3,778	3,148
BONE	10,692	76	0.71%	3,779	3,350
FLOREZ	10,570	76	0.72%	3,780	3,377
IRVINE	9,397	76	0.81%	3,781	3,769
HEADLEY	9,250	76	0.82%	3,782	3,830
RICKARD	9,128	76	0.83%	3,783	3,886
COLLEY	8,887	76	0.86%	3,784	3,996
ATWELL	8,622	76	0.88%	3,785	4,116
BARNETTE	8,480	76	0.90%	3,786	4,178
CAUDLE	8,167	76	0.93%	3,787	4,346
PENDERGRASS	8,123	76	0.94%	3,788	4,378
MARTINSON	8,048	76	0.94%	3,789	4,412
LINVILLE	7,517	76	1.01%	3,790	4,717
ALEXIS	6,915	76	1.10%	3,791	5,070
SAIZ	4,878	76	1.56%	3,792	6,888
BOTTS	4,582	76	1.66%	3,793	7,274
BEVINS	4,322	76	1.76%	3,794	7,682
GRIMMETT	3,903	76	1.95%	3,795	8,464
COURVILLE	3,379	76	2.25%	3,796	9,618
BRUNET	3,043	76	2.50%	3,797	10,539
NAULT	2,941	76	2.58%	3,798	10,829
LINER	2,672	76	2.84%	3,799	11,728
MIRABAL	2,896	75	2.59%	3,800	10,983
TWITCHELL	2,789	75	2.69%	3,801	11,319
SIMEON	2,690	75	2.79%	3,802	11,653
CHEVALIER	6,431	75	1.17%	3,803	5,412
BRAKE	6,220	75	1.21%	3,804	5,591
WAYMAN	5,411	75	1.39%	3,805	6,307
HINMAN	5,303	75	1.41%	3,806	6,413
CROY	4,018	75	1.87%	3,807	8,246
PINKHAM	3,706	75	2.02%	3,808	8,841
ADOLPH	1,874	75	4.00%	3,809	15,600
SISTO	1,581	75	4.74%	3,810	17,726
ALCOTT	1,522	75	4.93%	3,811	18,253
MARIN	43,904	75	0.17%	3,812	784
JOYCE	34,132	75	0.22%	3,813	1,022
KENNEY	27,759	75	0.27%	3,814	1,266
AQUINO	25,783	75	0.29%	3,815	1,368
CASILLAS	22,710	75	0.33%	3,816	1,579
ROSEN	22,596	75	0.33%	3,817	1,585
REGAN	21,951	75	0.34%	3,818	1,642
DRUMMOND	17,922	75	0.42%	3,819	2,014
WALDRON	17,501	75	0.43%	3,820	2,063
NEVAREZ	16,607	75	0.45%	3,821	2,188
HENNING	16,557	75	0.45%	3,822	2,199
MARES	14,931	75	0.50%	3,823	2,427
ROARK	14,509	75	0.52%	3,824	2,489
MCCLELLAND	14,092	75	0.53%	3,825	2,564
BOUCHARD	13,154	75	0.57%	3,826	2,739
MARKHAM	13,137	75	0.57%	3,827	2,741
ELY	13,130	75	0.57%	3,828	2,745
BROUGHTON	12,273	75	0.61%	3,829	2,918
MONK	12,103	75	0.62%	3,830	2,964
DOUGHTY	11,880	75	0.63%	3,831	3,019
WELLMAN	11,260	75	0.67%	3,832	3,208
ELROD	10,851	75	0.69%	3,833	3,305
DUNNING	10,784	75	0.70%	3,834	3,330
MONTEZ	10,097	75	0.74%	3,835	3,539
ALBERTSON	9,943	75	0.75%	3,836	3,580
KEETON	9,748	75	0.77%	3,837	3,647
NOLAND	9,386	75	0.80%	3,838	3,772
CASTLEBERRY	8,210	75	0.91%	3,839	4,326
SHOMO	1,013	75	7.40%	3,840	24,648
MELOT	236	75	31.78%	3,841	80,419
NEWAGO	109	75	68.81%	3,842	150,452
DRIFT	147	75	51.02%	3,843	118,185
CASSA	307	75	24.43%	3,844	64,721
EZERNACK	540	74	13.70%	3,845	40,494
BLATCHFORD	1,023	74	7.23%	3,846	24,466
PAYER	866	74	8.55%	3,847	27,756
STEVEN	2,719	74	2.72%	3,848	11,560
RIDGE	7,133	74	1.04%	3,849	4,936
MARLER	7,058	74	1.05%	3,850	4,975
SHEPHARD	6,859	74	1.08%	3,851	5,105
NOWLIN	6,692	74	1.11%	3,852	5,216
MANGAN	6,315	74	1.17%	3,853	5,508
WOODMAN	5,505	74	1.34%	3,854	6,213
NOVAK	35,461	74	0.21%	3,855	980
MCNAMARA	26,534	74	0.28%	3,856	1,329
JEAN	21,140	74	0.35%	3,857	1,703
PAIGE	20,063	74	0.37%	3,858	1,789
BRUNSON	17,099	74	0.43%	3,859	2,115
HUSSAIN	16,909	74	0.44%	3,860	2,146
SCHRADER	16,727	74	0.44%	3,861	2,171
WRAY	15,405	74	0.48%	3,862	2,367
DOWELL	15,320	74	0.48%	3,863	2,377
RUTH	15,012	74	0.49%	3,864	2,414
DIGGS	14,467	74	0.51%	3,865	2,497
RYDER	14,228	74	0.52%	3,866	2,544
GIRARD	12,975	74	0.57%	3,867	2,778
REDDY	12,614	74	0.59%	3,868	2,858
LINN	12,508	74	0.59%	3,869	2,876
SCARBOROUGH	12,252	74	0.60%	3,870	2,925
MALCOLM	10,618	74	0.70%	3,871	3,364
SIKES	10,280	74	0.72%	3,872	3,475
LOGSDON	10,242	74	0.72%	3,873	3,491
SIMONSON	8,968	74	0.83%	3,874	3,965
WILKE	8,106	74	0.91%	3,875	4,386
OJIBWAY	139	74	53.24%	3,876	123,796
COMBY	136	74	54.41%	3,877	126,018
AMIOTTE	159	73	45.91%	3,878	110,825
STICK	465	73	15.70%	3,879	45,886
WADENA	107	73	68.22%	3,880	152,628
ECHOHAWK	117	73	62.39%	3,881	142,108
TALLCHIEF	112	73	65.18%	3,882	147,253
ANGAIAK	100	73	73.00%	3,883	160,975
PINEDA	60,820	73	0.12%	3,884	553
BECERRA	33,274	73	0.22%	3,885	1,051
KUHN	31,776	73	0.23%	3,886	1,102
MOSER	30,483	73	0.24%	3,887	1,152
KURTZ	24,216	73	0.30%	3,888	1,476
OVERTON	18,820	73	0.39%	3,889	1,914
DIEHL	18,815	73	0.39%	3,890	1,916
SHEARER	17,707	73	0.41%	3,891	2,033
READ	17,048	73	0.43%	3,892	2,127
FARRAR	14,892	73	0.49%	3,893	2,434
NAGEL	14,545	73	0.50%	3,894	2,480
HOLM	13,341	73	0.55%	3,895	2,701
SEAMAN	13,237	73	0.55%	3,896	2,719
MILLARD	12,843	73	0.57%	3,897	2,805
LERMA	12,639	73	0.58%	3,898	2,852
SHOCKLEY	12,504	73	0.58%	3,899	2,877
SOMMER	11,662	73	0.63%	3,900	3,080
HELM	11,649	73	0.63%	3,901	3,087
MEDLIN	10,750	73	0.68%	3,902	3,338
VINES	10,061	73	0.73%	3,903	3,547
LAYMAN	10,038	73	0.73%	3,904	3,556
MCNABB	9,935	73	0.73%	3,905	3,583
VAUGHT	9,476	73	0.77%	3,906	3,738
ALLMAN	7,977	73	0.92%	3,907	4,447
BOREN	7,672	73	0.95%	3,908	4,625
TRUDELL	3,071	73	2.38%	3,909	10,466
ALLOWAY	2,096	73	3.48%	3,910	14,286
HERROD	1,992	73	3.66%	3,911	14,866
RUSTIN	1,784	73	4.09%	3,912	16,191
STIDHAM	7,579	73	0.96%	3,913	4,684
WALLING	7,275	73	1.00%	3,914	4,842
SALLEE	6,929	73	1.05%	3,915	5,062
MCANALLY	4,136	73	1.76%	3,916	7,997
BANEGAS	3,493	73	2.09%	3,917	9,320
HOLGATE	1,315	73	5.55%	3,918	20,239
STANDING	694	73	10.52%	3,919	32,994
STCYR	3,132	72	2.30%	3,920	10,290
HYDEN	2,722	72	2.65%	3,921	11,550
SALDANA	34,434	72	0.21%	3,922	1,015
BARRIOS	32,873	72	0.22%	3,923	1,067
DONNELLY	31,505	72	0.23%	3,924	1,114
NEWSOME	23,958	72	0.30%	3,925	1,491
ENGEL	21,933	72	0.33%	3,926	1,644
BLOCK	21,717	72	0.33%	3,927	1,658
FARR	20,011	72	0.36%	3,928	1,794
LOVETT	19,471	72	0.37%	3,929	1,842
TOBIN	18,932	72	0.38%	3,930	1,896
TORREZ	16,795	72	0.43%	3,931	2,160
HOOKER	16,646	72	0.43%	3,932	2,185
DIAS	16,044	72	0.45%	3,933	2,266
BECKMAN	15,045	72	0.48%	3,934	2,412
VANHORN	14,151	72	0.51%	3,935	2,554
ARNDT	14,031	72	0.51%	3,936	2,576
EMMONS	13,493	72	0.53%	3,937	2,673
SCHELL	13,016	72	0.55%	3,938	2,773
BAGGETT	12,717	72	0.57%	3,939	2,833
MCAFEE	12,371	72	0.58%	3,940	2,898
NYE	12,167	72	0.59%	3,941	2,952
SPEER	11,770	72	0.61%	3,942	3,041
LARUE	11,757	72	0.61%	3,943	3,047
BENNER	11,612	72	0.62%	3,944	3,100
SHIPP	11,217	72	0.64%	3,945	3,219
WILDE	10,766	72	0.67%	3,946	3,332
DEXTER	10,099	72	0.71%	3,947	3,535
STROM	9,142	72	0.79%	3,948	3,877
LOY	8,868	72	0.81%	3,949	4,006
GREATHOUSE	8,217	72	0.88%	3,950	4,324
VALLIERE	1,953	72	3.69%	3,951	15,104
DOLLAR	6,414	72	1.12%	3,952	5,429
SPECK	6,297	72	1.14%	3,953	5,521
DECKARD	6,022	72	1.20%	3,954	5,752
SHERLOCK	5,211	72	1.38%	3,955	6,511
KILLION	4,960	72	1.45%	3,956	6,799
STITES	4,349	72	1.66%	3,957	7,633
GREELEY	4,246	72	1.70%	3,958	7,796
CAUSLEY	356	72	20.22%	3,959	57,234
OFIELD	308	72	23.38%	3,960	64,559
WHITECLOUD	140	72	51.43%	3,961	123,064
CATCHES	107	72	67.29%	3,962	152,628
SAGATAW	107	71	66.36%	3,963	152,628
IRONWING	113	71	62.83%	3,964	146,201
WAHNEE	105	71	67.62%	3,965	154,907
SEMINOLE	102	71	69.61%	3,966	158,432
GIRDNER	622	71	11.41%	3,967	36,048
TOMMY	354	71	20.06%	3,968	57,516
IMPSON	546	71	13.00%	3,969	40,144
PANCHO	443	71	16.03%	3,970	47,791
LOFTIS	6,777	71	1.05%	3,971	5,162
DENISON	6,490	71	1.09%	3,972	5,364
SANDY	5,826	71	1.22%	3,973	5,914
CONNERS	5,528	71	1.28%	3,974	6,190
MCCULLEY	5,450	71	1.30%	3,975	6,269
TORIBIO	4,679	71	1.52%	3,976	7,148
BEE	4,480	71	1.58%	3,977	7,434
DUNSON	4,088	71	1.74%	3,978	8,110
COLORADO	2,650	71	2.68%	3,979	11,810
ASTOR	807	71	8.80%	3,980	29,309
DUANE	1,698	71	4.18%	3,981	16,809
DANKS	1,465	71	4.85%	3,982	18,734
DOLAN	27,329	71	0.26%	3,983	1,283
MEIER	25,486	71	0.28%	3,984	1,391
FUNK	24,419	71	0.29%	3,985	1,459
DIETZ	18,720	71	0.38%	3,986	1,925
BAUMAN	17,641	71	0.40%	3,987	2,040
BAER	16,587	71	0.43%	3,988	2,192
RUFF	15,383	71	0.46%	3,989	2,369
LEONE	15,364	71	0.46%	3,990	2,372
DENT	14,873	71	0.48%	3,991	2,436
BARBOUR	14,451	71	0.49%	3,992	2,504
THIBODEAUX	13,850	71	0.51%	3,993	2,602
GEARY	12,382	71	0.57%	3,994	2,895
RUST	12,086	71	0.59%	3,995	2,967
SELBY	11,908	71	0.60%	3,996	3,008
TROUTMAN	11,519	71	0.62%	3,997	3,135
PEPPER	11,374	71	0.62%	3,998	3,178
BRONSON	11,229	71	0.63%	3,999	3,215
BOYLES	11,156	71	0.64%	4,000	3,236
