Last_Name/Surname	Total1	Black2	Percentage3	Rank4	U.S. Rank5
POUNCY	1,319	1,104	83.70%	3,200	20,201
SEABROOKS	1,267	1,103	87.06%	3,201	20,829
WHIPPLE	13,850	1,102	7.96%	3,202	2,602
PATILLO	1,823	1,102	60.45%	3,203	15,938
BEAVER	21,640	1,101	5.09%	3,204	1,665
PHILIPS	6,840	1,101	16.10%	3,205	5,118
HAMLET	3,227	1,101	34.12%	3,206	9,994
DUPLESSIS	3,044	1,100	36.14%	3,207	10,536
CARRIER	13,377	1,100	8.22%	3,208	2,692
HANNON	11,893	1,100	9.25%	3,209	3,016
DELONEY	1,942	1,098	56.54%	3,210	15,171
BRIDGEFORTH	1,390	1,098	78.99%	3,211	19,441
BIRD	33,457	1,097	3.28%	3,212	1,041
FAUNTLEROY	1,466	1,095	74.69%	3,213	18,729
COOKSEY	6,740	1,095	16.25%	3,214	5,187
PROFIT	1,648	1,094	66.38%	3,215	17,182
ARLINE	1,636	1,093	66.81%	3,216	17,300
STOWE	10,668	1,093	10.25%	3,217	3,355
DEXTER	10,099	1,093	10.82%	3,218	3,535
TOWNSEL	1,412	1,092	77.34%	3,219	19,223
ABERCROMBIE	6,439	1,090	16.93%	3,220	5,405
BRAZIL	5,343	1,090	20.40%	3,221	6,373
CAINE	4,343	1,090	25.10%	3,222	7,647
FLUDD	1,239	1,089	87.89%	3,223	21,184
ODOMS	1,259	1,088	86.42%	3,224	20,926
BERGER	43,851	1,088	2.48%	3,225	785
LADD	16,112	1,088	6.75%	3,226	2,256
HARVELL	4,284	1,088	25.40%	3,227	7,750
KATES	4,574	1,087	23.76%	3,228	7,284
LAUDERDALE	4,070	1,087	26.71%	3,229	8,144
RHYMES	1,885	1,087	57.67%	3,230	15,527
COLLEY	8,887	1,087	12.23%	3,231	3,996
VASQUEZ	212,781	1,085	0.51%	3,232	113
HURDLE	2,497	1,085	43.45%	3,233	12,440
BERHANE	1,141	1,085	95.09%	3,234	22,530
SENEGAL	1,207	1,084	89.81%	3,235	21,609
BEYENE	1,131	1,084	95.84%	3,236	22,673
SHOULDERS	2,744	1,084	39.50%	3,237	11,472
BRIGHAM	6,485	1,084	16.72%	3,238	5,369
SAXON	7,576	1,083	14.30%	3,239	4,685
MCLIN	2,459	1,083	44.04%	3,240	12,587
MALONEY	30,671	1,083	3.53%	3,241	1,149
THACKER	21,512	1,082	5.03%	3,242	1,677
FOUST	12,366	1,082	8.75%	3,243	2,900
WHIGHAM	2,512	1,082	43.07%	3,244	12,384
HINNANT	2,336	1,082	46.32%	3,245	13,121
CLINE	50,258	1,081	2.15%	3,246	684
MORRELL	11,700	1,081	9.24%	3,247	3,065
CARAWAY	6,517	1,081	16.59%	3,248	5,340
CREW	4,081	1,081	26.49%	3,249	8,127
MARS	4,384	1,080	24.64%	3,250	7,580
HENTON	2,318	1,079	46.55%	3,251	13,186
DORVIL	1,162	1,078	92.77%	3,252	22,201
MANSARAY	1,126	1,078	95.74%	3,253	22,749
EAGLIN	1,678	1,078	64.24%	3,254	16,944
STAGGERS	1,700	1,076	63.29%	3,255	16,798
ESTERS	1,582	1,076	68.02%	3,256	17,720
GWYNN	3,268	1,076	32.93%	3,257	9,894
DALY	31,330	1,075	3.43%	3,258	1,118
GROVER	17,534	1,075	6.13%	3,259	2,056
GOODLOW	1,356	1,075	79.28%	3,260	19,823
MCMICHAEL	7,392	1,074	14.53%	3,261	4,785
MONCRIEF	4,665	1,072	22.98%	3,262	7,171
DENNISON	14,629	1,072	7.33%	3,263	2,465
GRIFFEN	3,495	1,071	30.64%	3,264	9,314
DUHART	1,370	1,070	78.10%	3,265	19,671
NAPPER	2,819	1,070	37.96%	3,266	11,216
GLASCO	2,725	1,069	39.23%	3,267	11,540
STITT	5,946	1,069	17.98%	3,268	5,813
PANKEY	4,626	1,069	23.11%	3,269	7,216
STRATTON	22,983	1,069	4.65%	3,270	1,565
MCKINZIE	3,929	1,068	27.18%	3,271	8,414
COFER	4,561	1,067	23.39%	3,272	7,315
JOBE	8,536	1,067	12.50%	3,273	4,151
PYE	3,743	1,066	28.48%	3,274	8,763
GRAVELY	3,187	1,065	33.42%	3,275	10,107
PIPKINS	2,146	1,065	49.63%	3,276	14,038
SHEARD	2,135	1,065	49.88%	3,277	14,084
EARLEY	10,140	1,065	10.50%	3,278	3,518
TILLEY	15,758	1,064	6.75%	3,279	2,318
GIDDINGS	5,267	1,064	20.20%	3,280	6,447
RASHID	6,504	1,063	16.34%	3,281	5,353
DUBLIN	2,011	1,063	52.86%	3,282	14,768
LIGHTNER	5,701	1,062	18.63%	3,283	6,029
FLAKES	1,397	1,062	76.02%	3,284	19,364
OKOYE	1,116	1,061	95.07%	3,285	22,924
HELMS	23,949	1,061	4.43%	3,286	1,493
GREENFIELD	11,922	1,061	8.90%	3,287	3,007
TURK	10,354	1,061	10.25%	3,288	3,450
JERRY	2,679	1,061	39.60%	3,289	11,697
HORNSBY	7,267	1,060	14.59%	3,290	4,850
GRIMSLEY	5,848	1,060	18.13%	3,291	5,901
BARNHILL	9,040	1,060	11.73%	3,292	3,940
RONE	3,296	1,059	32.13%	3,293	9,821
CULP	13,081	1,058	8.09%	3,294	2,756
FORTENBERRY	6,589	1,058	16.06%	3,295	5,285
HAGLER	5,775	1,056	18.29%	3,296	5,958
GETHERS	1,314	1,056	80.37%	3,297	20,248
JARRELL	13,562	1,056	7.79%	3,298	2,660
GALBREATH	5,083	1,055	20.76%	3,299	6,655
SURRATT	4,539	1,053	23.20%	3,300	7,343
ARDOIN	3,955	1,052	26.60%	3,301	8,372
WHITSON	9,273	1,052	11.34%	3,302	3,820
MCCLEAN	3,183	1,051	33.02%	3,303	10,125
HAREWOOD	1,395	1,051	75.34%	3,304	19,379
ELMI	1,289	1,051	81.54%	3,305	20,565
NJOROGE	1,136	1,050	92.43%	3,306	22,608
JACKMAN	7,738	1,049	13.56%	3,307	4,587
EARLS	6,136	1,049	17.10%	3,308	5,658
NOWELL	6,112	1,048	17.15%	3,309	5,676
RUIZ	238,234	1,048	0.44%	3,310	89
GREATHOUSE	8,217	1,048	12.75%	3,311	4,324
NJOKU	1,085	1,048	96.59%	3,312	23,432
OFORI	1,107	1,047	94.58%	3,313	23,084
WOMBLE	5,311	1,047	19.71%	3,314	6,405
SANKEY	3,584	1,047	29.21%	3,315	9,114
FEREBEE	1,839	1,046	56.88%	3,316	15,827
MCBEAN	1,679	1,046	62.30%	3,317	16,939
LIMA	19,109	1,045	5.47%	3,318	1,882
ETHRIDGE	7,878	1,045	13.26%	3,319	4,502
FENTON	16,017	1,044	6.52%	3,320	2,274
PATTEN	11,730	1,044	8.90%	3,321	3,059
ASSEFA	1,083	1,044	96.40%	3,322	23,472
GRANVILLE	2,608	1,044	40.03%	3,323	11,977
ROMERO	208,614	1,043	0.50%	3,324	115
NUGENT	15,977	1,043	6.53%	3,325	2,281
FONVILLE	2,000	1,043	52.15%	3,326	14,824
CRISS	4,738	1,043	22.01%	3,327	7,066
MAYNOR	4,732	1,042	22.02%	3,328	7,074
ESTER	2,308	1,042	45.15%	3,329	13,233
BURLESON	13,176	1,042	7.91%	3,330	2,734
MICKLE	4,141	1,041	25.14%	3,331	7,983
WAITES	3,808	1,040	27.31%	3,332	8,635
KERSEY	8,459	1,040	12.29%	3,333	4,189
HARTMAN	64,106	1,039	1.62%	3,334	524
LANCE	13,122	1,039	7.92%	3,335	2,747
MAULDIN	10,011	1,039	10.38%	3,336	3,561
ALEMU	1,100	1,039	94.45%	3,337	23,185
PITCHFORD	4,044	1,038	25.67%	3,338	8,206
LEFTWICH	3,712	1,036	27.91%	3,339	8,822
MUNFORD	2,220	1,036	46.67%	3,340	13,642
COTTEN	5,719	1,035	18.10%	3,341	6,015
ANCRUM	1,098	1,035	94.26%	3,342	23,222
JEUNE	1,242	1,034	83.25%	3,343	21,144
CASSEUS	1,098	1,034	94.17%	3,344	23,222
THAXTON	4,711	1,034	21.95%	3,345	7,104
BABINEAUX	2,814	1,034	36.74%	3,346	11,229
SHUFORD	2,871	1,033	35.98%	3,347	11,066
RAMSEUR	1,445	1,033	71.49%	3,348	18,899
GARDINER	11,331	1,033	9.12%	3,349	3,192
REGISTER	9,075	1,033	11.38%	3,350	3,914
WAUGH	11,387	1,032	9.06%	3,351	3,171
BOOKMAN	2,274	1,032	45.38%	3,352	13,397
DUPONT	10,339	1,031	9.97%	3,353	3,456
POOL	13,505	1,030	7.63%	3,354	2,669
RENFRO	9,806	1,030	10.50%	3,355	3,623
WILFORD	2,801	1,030	36.77%	3,356	11,279
KEETON	9,748	1,029	10.56%	3,357	3,647
SWINNEY	4,856	1,029	21.19%	3,358	6,909
RIDEAUX	1,157	1,029	88.94%	3,359	22,281
KARGBO	1,087	1,028	94.57%	3,360	23,397
LEATH	3,372	1,028	30.49%	3,361	9,628
MCCUTCHEN	4,146	1,027	24.77%	3,362	7,975
OKONKWO	1,081	1,026	94.91%	3,363	23,500
LAIRD	18,696	1,026	5.49%	3,364	1,929
HAMMONS	11,273	1,026	9.10%	3,365	3,206
LEROY	7,759	1,026	13.22%	3,366	4,571
OSBOURNE	2,563	1,026	40.03%	3,367	12,156
BOOSE	2,550	1,026	40.24%	3,368	12,212
MUNN	8,751	1,025	11.71%	3,369	4,056
ANYANWU	1,056	1,025	97.06%	3,370	23,899
HOLNESS	1,286	1,024	79.63%	3,371	20,601
ALTIDOR	1,057	1,023	96.78%	3,372	23,881
DAMON	7,555	1,023	13.54%	3,373	4,695
THORNHILL	7,327	1,023	13.96%	3,374	4,817
KIM	262,352	1,023	0.39%	3,375	77
DIAS	16,044	1,022	6.37%	3,376	2,266
BRANSON	11,587	1,022	8.82%	3,377	3,106
KONE	1,431	1,022	71.42%	3,378	19,027
RUFUS	1,343	1,022	76.10%	3,379	19,966
ALEX	5,476	1,022	18.66%	3,380	6,242
MILLINER	2,415	1,022	42.32%	3,381	12,775
SEAWRIGHT	2,245	1,022	45.52%	3,382	13,509
ELKINS	24,902	1,021	4.10%	3,383	1,426
DORN	10,206	1,021	10.00%	3,384	3,502
MCCRIMMON	1,824	1,021	55.98%	3,385	15,931
ACHEAMPONG	1,045	1,021	97.70%	3,386	24,090
RANSOME	1,671	1,020	61.04%	3,387	17,005
WITT	31,575	1,020	3.23%	3,388	1,110
WORTHINGTON	14,452	1,020	7.06%	3,389	2,503
BLAKLEY	5,898	1,020	17.29%	3,390	5,855
CAROTHERS	5,480	1,020	18.61%	3,391	6,238
TURAY	1,302	1,020	78.34%	3,392	20,408
BAREFIELD	2,561	1,019	39.79%	3,393	12,170
NICKS	3,775	1,019	26.99%	3,394	8,695
COULIBALY	1,096	1,018	92.88%	3,395	23,251
HANDLEY	9,722	1,018	10.47%	3,396	3,657
IRELAND	14,800	1,015	6.86%	3,397	2,445
HAIR	7,814	1,014	12.98%	3,398	4,539
LAROSE	7,552	1,013	13.41%	3,399	4,697
BYRON	6,610	1,013	15.33%	3,400	5,275
PEAKE	5,137	1,012	19.70%	3,401	6,594
CURLEY	12,211	1,012	8.29%	3,402	2,936
GARNES	2,284	1,011	44.26%	3,403	13,349
HAJI	1,608	1,010	62.81%	3,404	17,521
DUNMORE	1,469	1,010	68.75%	3,405	18,703
CLARKSON	9,004	1,010	11.22%	3,406	3,953
TEIXEIRA	8,895	1,010	11.35%	3,407	3,994
HOLBERT	6,746	1,009	14.96%	3,408	5,179
JONAS	9,043	1,008	11.15%	3,409	3,937
LOCKLEY	1,649	1,008	61.13%	3,410	17,176
COTTMAN	1,383	1,008	72.89%	3,411	19,527
TOOKES	1,168	1,008	86.30%	3,412	22,131
BOSLEY	7,216	1,007	13.96%	3,413	4,881
LAWHORN	5,465	1,007	18.43%	3,414	6,248
PHARR	3,709	1,007	27.15%	3,415	8,834
PORTERFIELD	6,780	1,006	14.84%	3,416	5,160
BILAL	1,670	1,006	60.24%	3,417	17,014
FINDLEY	9,505	1,006	10.58%	3,418	3,729
CEESAY	1,110	1,005	90.54%	3,419	23,019
GRATE	2,532	1,005	39.69%	3,420	12,279
SAWYERS	5,026	1,005	20.00%	3,421	6,718
TIMBERLAKE	4,380	1,005	22.95%	3,422	7,589
KANU	1,070	1,004	93.83%	3,423	23,675
GLANTON	1,650	1,004	60.85%	3,424	17,169
FENDERSON	1,734	1,003	57.84%	3,425	16,555
CROSSLEY	5,878	1,003	17.06%	3,426	5,868
ERBY	1,449	1,003	69.22%	3,427	18,867
SQUARE	1,215	1,002	82.47%	3,428	21,495
HAGOS	1,070	1,002	93.64%	3,429	23,675
CAFFEY	2,968	1,002	33.76%	3,430	10,751
MCCOLLOUGH	4,269	1,001	23.45%	3,431	7,774
WELSH	30,153	1,001	3.32%	3,432	1,166
SAMSON	11,123	1,001	9.00%	3,433	3,246
SURLES	2,572	1,000	38.88%	3,434	12,121
CULBERSON	3,415	999	29.25%	3,435	9,520
GAUTHIER	16,852	999	5.93%	3,436	2,153
DAILY	11,276	999	8.86%	3,437	3,205
JUDD	18,110	998	5.51%	3,438	1,991
CAUTHEN	3,655	998	27.31%	3,439	8,956
BROADY	1,912	998	52.20%	3,440	15,340
SEMIEN	1,177	998	84.79%	3,441	22,026
DEMBY	1,423	997	70.06%	3,442	19,114
HOGANS	1,324	997	75.30%	3,443	20,157
HARRIGAN	6,646	997	15.00%	3,444	5,250
AGYEMANG	1,023	997	97.46%	3,445	24,466
DUGAS	6,871	996	14.50%	3,446	5,093
TULL	5,904	995	16.85%	3,447	5,851
MCCUTCHEON	9,230	995	10.78%	3,448	3,835
RITTER	33,252	994	2.99%	3,449	1,053
GOLDMAN	23,940	994	4.15%	3,450	1,495
BEAUBRUN	1,051	994	94.58%	3,451	24,001
HOGG	7,119	993	13.95%	3,452	4,945
PASSMORE	6,314	993	15.73%	3,453	5,510
BOURGEOIS	13,325	993	7.45%	3,454	2,705
STOUT	43,305	992	2.29%	3,455	798
MCADAMS	11,547	992	8.59%	3,456	3,122
PELZER	2,183	992	45.44%	3,457	13,845
GILKEY	3,755	992	26.42%	3,458	8,734
MARCELLUS	2,108	992	47.06%	3,459	14,227
VASSER	1,856	992	53.45%	3,460	15,712
DARGAN	1,884	990	52.55%	3,461	15,533
BROWER	14,950	990	6.62%	3,462	2,423
RALPH	8,153	990	12.14%	3,463	4,358
PRUDE	1,379	990	71.79%	3,464	19,567
TEKLE	1,054	989	93.83%	3,465	23,943
AMBROISE	1,103	988	89.57%	3,466	23,135
HORSLEY	6,565	988	15.05%	3,467	5,306
DAWES	6,383	987	15.46%	3,468	5,452
MCILWAIN	3,002	987	32.88%	3,469	10,657
RANSON	3,138	986	31.42%	3,470	10,274
KENNY	17,429	986	5.66%	3,471	2,077
THOMSON	24,750	985	3.98%	3,472	1,440
KINDLE	4,109	985	23.97%	3,473	8,065
WEARY	1,687	984	58.33%	3,474	16,887
ROWAN	13,993	984	7.03%	3,475	2,581
CHUNG	43,110	983	2.28%	3,476	805
SPEAR	13,284	983	7.40%	3,477	2,712
SOARES	11,694	983	8.41%	3,478	3,069
TULLOCH	2,090	983	47.03%	3,479	14,316
RASCOE	1,958	982	50.15%	3,480	15,066
STEEL	7,111	982	13.81%	3,481	4,949
HYMES	2,177	982	45.11%	3,482	13,874
HOLBROOK	23,843	982	4.12%	3,483	1,502
WILLARD	21,352	982	4.60%	3,484	1,690
FRAZER	7,743	981	12.67%	3,485	4,585
SPELL	5,313	981	18.46%	3,486	6,404
BLAKNEY	1,917	981	51.17%	3,487	15,309
LUMPKINS	2,434	980	40.26%	3,488	12,689
WELCOME	2,181	980	44.93%	3,489	13,855
EMILE	1,130	980	86.73%	3,490	22,689
KIMBER	3,838	979	25.51%	3,491	8,581
DEJEAN	1,978	979	49.49%	3,492	14,950
CLAUDE	2,033	978	48.11%	3,493	14,636
THORN	9,988	978	9.79%	3,494	3,569
BRICKHOUSE	2,331	978	41.96%	3,495	13,133
DENG	8,898	977	10.98%	3,496	3,993
FAIN	8,122	976	12.02%	3,497	4,379
SOUTHERN	7,738	976	12.61%	3,498	4,587
GOOSBY	1,191	976	81.95%	3,499	21,830
MILEY	7,365	976	13.25%	3,500	4,797
ROME	5,037	976	19.38%	3,501	6,704
USSERY	5,036	976	19.38%	3,502	6,708
BYAS	1,488	975	65.52%	3,503	18,540
MINNIS	3,216	975	30.32%	3,504	10,021
HALLIBURTON	2,935	974	33.19%	3,505	10,851
NORTHINGTON	2,245	974	43.39%	3,506	13,509
WARRICK	6,347	974	15.35%	3,507	5,480
BOST	5,734	974	16.99%	3,508	5,995
RACHAL	3,346	973	29.08%	3,509	9,695
HATFIELD	34,381	973	2.83%	3,510	1,017
SKELTON	15,624	973	6.23%	3,511	2,330
EL	1,597	973	60.93%	3,512	17,596
BARHAM	6,266	972	15.51%	3,513	5,547
LAFRANCE	5,574	972	17.44%	3,514	6,148
ROSIER	3,997	972	24.32%	3,515	8,288
BREEN	14,170	972	6.86%	3,516	2,549
WORKS	2,934	971	33.09%	3,517	10,857
HATTER	3,765	971	25.79%	3,518	8,714
ROCHELLE	3,553	971	27.33%	3,519	9,181
BARNARD	20,366	969	4.76%	3,520	1,760
PENSON	1,891	969	51.24%	3,521	15,483
MILAM	11,787	968	8.21%	3,522	3,038
HARLAN	11,339	968	8.54%	3,523	3,188
MILAN	6,268	968	15.44%	3,524	5,543
BELGRAVE	1,277	968	75.80%	3,525	20,709
PYLES	7,677	967	12.60%	3,526	4,622
SCRIVEN	2,116	967	45.70%	3,527	14,191
GUILFORD	2,776	967	34.83%	3,528	11,365
SEARLES	6,178	966	15.64%	3,529	5,627
URQUHART	4,385	966	22.03%	3,530	7,578
BULL	11,646	965	8.29%	3,531	3,088
INNISS	1,360	965	70.96%	3,532	19,782
STEADMAN	7,642	964	12.61%	3,533	4,645
COACHMAN	1,616	964	59.65%	3,534	17,447
HAGINS	2,125	963	45.32%	3,535	14,139
LINK	22,137	963	4.35%	3,536	1,627
MCFARLIN	4,471	963	21.54%	3,537	7,453
HARGETT	5,876	962	16.37%	3,538	5,872
DUVAL	8,851	962	10.87%	3,539	4,014
GROVE	21,732	961	4.42%	3,540	1,657
NEMBHARD	1,092	961	88.00%	3,541	23,315
BIZZELL	2,198	961	43.72%	3,542	13,764
HENSLEY	51,081	960	1.88%	3,543	668
WHITTLE	7,307	960	13.14%	3,544	4,828
WISDOM	6,734	960	14.26%	3,545	5,194
BOAKYE	985	958	97.26%	3,546	25,171
BATTISTE	1,528	958	62.70%	3,547	18,208
MARTINS	11,751	958	8.15%	3,548	3,050
DELGADO	132,985	957	0.72%	3,549	221
ROUNDS	6,447	957	14.84%	3,550	5,400
GASPARD	5,285	956	18.09%	3,551	6,427
CARMOUCHE	1,639	956	58.33%	3,552	17,274
STOUDEMIRE	1,270	956	75.28%	3,553	20,792
FOOTMAN	1,190	956	80.34%	3,554	21,842
TEEL	7,814	955	12.22%	3,555	4,539
TAPLIN	2,165	955	44.11%	3,556	13,944
PROPHET	1,823	955	52.39%	3,557	15,938
GOLDING	5,321	955	17.95%	3,558	6,394
COREY	15,569	954	6.13%	3,559	2,340
MERRICK	8,629	954	11.06%	3,560	4,111
BLAKES	1,203	954	79.30%	3,561	21,660
BACOTE	1,071	954	89.08%	3,562	23,662
KITT	2,900	954	32.90%	3,563	10,968
STARKEY	15,004	953	6.35%	3,564	2,415
HOSEY	3,735	952	25.49%	3,565	8,775
ESTIME	1,011	952	94.16%	3,566	24,685
PAXTON	11,754	951	8.09%	3,567	3,049
SORRELLS	5,921	951	16.06%	3,568	5,843
EMORY	5,641	951	16.86%	3,569	6,075
COPES	1,898	951	50.11%	3,570	15,434
WHITSETT	2,274	950	41.78%	3,571	13,397
SPRATT	4,674	950	20.33%	3,572	7,157
HEWLETT	3,927	950	24.19%	3,573	8,415
SLAY	4,075	949	23.29%	3,574	8,135
MCKEEVER	7,647	948	12.40%	3,575	4,642
HAYNIE	6,400	948	14.81%	3,576	5,438
MCKENNEY	7,265	947	13.04%	3,577	4,852
BOLER	2,234	947	42.39%	3,578	13,572
GOODRICH	19,487	947	4.86%	3,579	1,838
MARC	1,456	946	64.97%	3,580	18,808
EDGERTON	4,740	946	19.96%	3,581	7,060
TOBIN	18,932	945	4.99%	3,582	1,896
VENSON	1,191	945	79.35%	3,583	21,830
MCDOUGLE	2,085	945	45.32%	3,584	14,349
MILLENDER	1,636	945	57.76%	3,585	17,300
FLEMINGS	1,455	945	64.95%	3,586	18,819
NWANKWO	981	944	96.23%	3,587	25,255
DUHON	6,223	944	15.17%	3,588	5,585
CARGILL	4,524	944	20.87%	3,589	7,363
DEWALT	3,120	944	30.26%	3,590	10,326
LAFAYETTE	2,593	943	36.37%	3,591	12,035
KIZER	5,116	943	18.43%	3,592	6,621
MELSON	5,054	943	18.66%	3,593	6,681
SNIDER	32,148	942	2.93%	3,594	1,088
JASMIN	2,064	942	45.64%	3,595	14,468
DONAHUE	31,563	941	2.98%	3,596	1,112
NATION	7,125	941	13.21%	3,597	4,940
PEELER	5,848	941	16.09%	3,598	5,901
STAMPLEY	1,422	941	66.17%	3,599	19,123
FUNCHESS	1,228	940	76.55%	3,600	21,330
CLARY	11,139	940	8.44%	3,601	3,241
WARING	4,330	940	21.71%	3,602	7,671
BEN	3,386	940	27.76%	3,603	9,596
MAGWOOD	1,167	939	80.46%	3,604	22,144
FULCHER	6,745	939	13.92%	3,605	5,182
OLIVE	5,712	939	16.44%	3,606	6,021
STARK	41,735	939	2.25%	3,607	827
BRANT	10,886	939	8.63%	3,608	3,301
MARLOW	13,205	938	7.10%	3,609	2,728
BANTON	2,307	938	40.66%	3,610	13,236
DEDEAUX	1,732	938	54.16%	3,611	16,570
OSBORN	32,439	937	2.89%	3,612	1,078
ATCHISON	8,185	937	11.45%	3,613	4,338
LESURE	1,400	937	66.93%	3,614	19,334
BERHE	973	936	96.20%	3,615	25,430
TAFT	9,048	936	10.34%	3,616	3,933
FARQUHARSON	1,735	934	53.83%	3,617	16,544
KERSHAW	5,109	934	18.28%	3,618	6,630
LOPER	7,950	933	11.74%	3,619	4,467
ANTWI	959	933	97.29%	3,620	25,701
LOWMAN	7,284	932	12.80%	3,621	4,838
MENARD	11,543	932	8.07%	3,622	3,126
WILBOURN	2,573	931	36.18%	3,623	12,115
HOLLOWELL	5,053	931	18.42%	3,624	6,684
CAULEY	4,491	931	20.73%	3,625	7,413
HAZZARD	3,965	931	23.48%	3,626	8,348
CHEVALIER	6,431	930	14.46%	3,627	5,412
LAKES	2,840	930	32.75%	3,628	11,152
BAPTIST	1,875	930	49.60%	3,629	15,595
ERVING	1,532	929	60.64%	3,630	18,166
WATERMAN	12,177	929	7.63%	3,631	2,947
BUXTON	7,925	929	11.72%	3,632	4,477
DANZY	1,193	928	77.79%	3,633	21,790
CRUMBLEY	2,444	928	37.97%	3,634	12,656
TURNIPSEED	2,435	926	38.03%	3,635	12,683
CHADWICK	16,415	926	5.64%	3,636	2,222
JEUDY	1,010	926	91.68%	3,637	24,702
BEMBRY	1,362	926	67.99%	3,638	19,763
CLARDY	3,713	926	24.94%	3,639	8,817
CONWELL	3,839	925	24.09%	3,640	8,579
CITIZEN	1,376	925	67.22%	3,641	19,602
MYRIE	1,110	925	83.33%	3,642	23,019
STJEAN	3,350	924	27.58%	3,643	9,687
MCEWEN	7,610	924	12.14%	3,644	4,659
GUSTAVE	1,124	923	82.12%	3,645	22,791
GOURDINE	1,058	923	87.24%	3,646	23,866
PHILIP	5,832	922	15.81%	3,647	5,910
BRIDGEMAN	4,424	922	20.84%	3,648	7,520
STENNIS	1,214	922	75.95%	3,649	21,509
PREJEAN	3,294	922	27.99%	3,650	9,830
DWYER	27,240	921	3.38%	3,651	1,291
SHEIKH	6,462	921	14.25%	3,652	5,384
HERD	4,803	920	19.15%	3,653	6,982
PERCY	4,226	920	21.77%	3,654	7,837
PASLEY	3,493	920	26.34%	3,655	9,320
NWACHUKWU	951	920	96.74%	3,656	25,865
MILBURN	7,871	920	11.69%	3,657	4,507
HIGGINBOTHAM	14,489	919	6.34%	3,658	2,492
ROUSSEAU	8,270	919	11.11%	3,659	4,297
EDDINS	3,914	919	23.48%	3,660	8,438
JIMMERSON	2,038	919	45.09%	3,661	14,604
BARRIE	3,154	919	29.14%	3,662	10,219
OTEY	2,234	919	41.14%	3,663	13,572
PIPPINS	1,567	918	58.58%	3,664	17,851
OLIVEIRA	19,055	917	4.81%	3,665	1,887
MALIK	14,925	915	6.13%	3,666	2,429
SILLS	6,761	915	13.53%	3,667	5,171
SPRATLEY	1,450	915	63.10%	3,668	18,858
ALPHONSE	1,318	915	69.42%	3,669	20,216
HAMMOCK	7,222	914	12.66%	3,670	4,877
POGUE	7,493	913	12.18%	3,671	4,734
TOTTEN	6,828	913	13.37%	3,672	5,125
BONE	10,692	913	8.54%	3,673	3,350
BOUNDS	7,960	913	11.47%	3,674	4,457
SANGSTER	2,702	913	33.79%	3,675	11,612
GINYARD	1,075	913	84.93%	3,676	23,604
FREELAND	8,653	912	10.54%	3,677	4,101
SLAYTON	7,069	912	12.90%	3,678	4,969
FRINK	3,888	912	23.46%	3,679	8,482
NOOR	2,555	912	35.69%	3,680	12,192
MIDDLEBROOK	2,695	911	33.80%	3,681	11,631
PRIEST	14,915	911	6.11%	3,682	2,430
PLUNKETT	10,758	911	8.47%	3,683	3,335
EDMUNDS	6,151	911	14.81%	3,684	5,646
DESROSIERS	5,423	911	16.80%	3,685	6,300
SUTTLES	4,821	910	18.88%	3,686	6,958
MCKISSICK	2,892	910	31.47%	3,687	10,998
GELIN	1,159	910	78.52%	3,688	22,246
JASON	4,048	909	22.46%	3,689	8,198
DELEON	87,414	909	1.04%	3,690	359
ABEL	18,464	908	4.92%	3,691	1,958
CRAVEN	15,567	908	5.83%	3,692	2,341
BIGELOW	11,650	908	7.79%	3,693	3,086
JAY	9,852	908	9.22%	3,694	3,604
BENBOW	2,430	908	37.37%	3,695	12,703
PLEDGER	3,004	907	30.19%	3,696	10,649
BRISTOW	7,323	907	12.39%	3,697	4,819
BIBB	3,796	906	23.87%	3,698	8,655
ABRON	1,138	905	79.53%	3,699	22,573
SABB	1,021	905	88.64%	3,700	24,499
BOYNTON	6,983	904	12.95%	3,701	5,024
RONEY	6,015	904	15.03%	3,702	5,761
ESSEX	3,858	904	23.43%	3,703	8,529
CASSELL	7,587	903	11.90%	3,704	4,676
GOLDSTON	2,099	903	43.02%	3,705	14,268
WILBERT	3,222	903	28.03%	3,706	10,006
MERRELL	8,809	902	10.24%	3,707	4,032
CEPHUS	985	902	91.57%	3,708	25,171
BLOCK	21,717	901	4.15%	3,709	1,658
CREIGHTON	7,282	901	12.37%	3,710	4,840
KINNARD	2,961	901	30.43%	3,711	10,772
LEAVELL	2,656	900	33.89%	3,712	11,793
HICKERSON	5,041	900	17.85%	3,713	6,700
BRAZIEL	2,092	900	43.02%	3,714	14,307
DRAUGHN	2,186	899	41.13%	3,715	13,830
GONSALVES	8,494	899	10.58%	3,716	4,173
DROWN	4,321	899	20.81%	3,717	7,684
BARLEY	4,744	898	18.93%	3,718	7,054
SAIN	4,675	898	19.21%	3,719	7,155
GOODS	1,074	898	83.61%	3,720	23,618
CUYLER	1,477	898	60.80%	3,721	18,633
HELTON	25,118	897	3.57%	3,722	1,414
STJOHN	15,843	897	5.66%	3,723	2,303
GARRICK	3,040	896	29.47%	3,724	10,547
PORCH	2,936	896	30.52%	3,725	10,847
GLEATON	2,205	896	40.63%	3,726	13,727
MELANCON	6,496	896	13.79%	3,727	5,360
FENWICK	4,597	896	19.49%	3,728	7,254
HAGOOD	3,922	896	22.85%	3,729	8,427
GOUDEAU	1,913	896	46.84%	3,730	15,328
MCMAHON	39,411	895	2.27%	3,731	883
KUYKENDALL	9,841	894	9.08%	3,732	3,608
