Last Name/Surname	Total1	White2	Percentage3	Rank4	U.S. Rank5
DUGGER	9,164	7,418	80.95%	3,221	3,869
MANESS	8,095	7,418	91.64%	3,222	4,393
HAGGARD	8,384	7,416	88.45%	3,223	4,230
DVORAK	7,771	7,416	95.43%	3,224	4,562
ROHRER	7,750	7,416	95.69%	3,225	4,580
BRACKEN	8,265	7,415	89.72%	3,226	4,299
WOJCIK	7,710	7,415	96.17%	3,227	4,601
DIX	9,748	7,413	76.05%	3,228	3,647
KETCHUM	8,407	7,413	88.18%	3,229	4,213
HARRELSON	8,023	7,410	92.36%	3,230	4,428
MACLEOD	7,886	7,410	93.96%	3,231	4,495
BUCHHOLZ	7,790	7,410	95.12%	3,232	4,547
DELGADO	132,985	7,407	5.57%	3,233	221
KRAEMER	7,726	7,407	95.87%	3,234	4,592
DIAL	10,997	7,406	67.35%	3,235	3,287
MERRELL	8,809	7,406	84.07%	3,236	4,032
KNOWLTON	8,157	7,405	90.78%	3,237	4,354
GRASSO	7,894	7,405	93.81%	3,238	4,492
PACKER	9,048	7,402	81.81%	3,239	3,933
LEMASTER	7,858	7,401	94.18%	3,240	4,513
CREAMER	8,255	7,397	89.61%	3,241	4,305
BOSS	8,529	7,394	86.69%	3,242	4,154
GRIFFIS	8,309	7,394	88.99%	3,243	4,278
SWANK	7,832	7,387	94.32%	3,244	4,526
TYREE	9,613	7,382	76.79%	3,245	3,695
TRAYLOR	13,341	7,379	55.31%	3,246	2,701
HUTCHENS	7,954	7,376	92.73%	3,247	4,463
KINGSLEY	8,043	7,374	91.68%	3,248	4,417
SCHOONOVER	7,756	7,373	95.06%	3,249	4,573
BURCHETT	8,318	7,369	88.59%	3,250	4,270
PENNY	10,249	7,368	71.89%	3,251	3,485
TRAPP	9,294	7,367	79.27%	3,252	3,813
BRATCHER	9,301	7,366	79.20%	3,253	3,807
MATTOX	10,099	7,365	72.93%	3,254	3,535
SAMUELSON	7,824	7,363	94.11%	3,255	4,532
PROVOST	8,742	7,361	84.20%	3,256	4,062
MAHAFFEY	8,079	7,361	91.11%	3,257	4,400
HASSAN	21,801	7,360	33.76%	3,258	1,652
SEGAL	7,972	7,360	92.32%	3,259	4,451
GETZ	7,703	7,356	95.50%	3,260	4,605
PARHAM	15,846	7,353	46.40%	3,261	2,302
DERRICK	9,365	7,350	78.48%	3,262	3,779
HOFER	7,682	7,350	95.68%	3,263	4,617
ECK	7,681	7,348	95.66%	3,264	4,618
POLING	7,779	7,341	94.37%	3,265	4,558
BROGAN	7,754	7,340	94.66%	3,266	4,577
SPERRY	7,760	7,336	94.54%	3,267	4,569
VARGO	7,787	7,335	94.20%	3,268	4,553
DEYOUNG	7,759	7,334	94.52%	3,269	4,571
REUTER	7,643	7,334	95.96%	3,270	4,644
MCCOMBS	9,134	7,333	80.28%	3,271	3,882
GARMAN	7,884	7,333	93.01%	3,272	4,498
STEPHAN	7,840	7,329	93.48%	3,273	4,522
BLAKELY	11,669	7,328	62.80%	3,274	3,077
GOUGH	8,584	7,328	85.37%	3,275	4,132
FLICK	7,661	7,326	95.63%	3,276	4,630
TALLMAN	8,174	7,323	89.59%	3,277	4,341
CULPEPPER	10,135	7,322	72.24%	3,278	3,521
KEHOE	7,708	7,321	94.98%	3,279	4,602
ISAACSON	7,668	7,312	95.36%	3,280	4,628
MARTELL	11,158	7,310	65.51%	3,281	3,234
COLLEY	8,887	7,307	82.22%	3,282	3,996
MUSE	12,571	7,305	58.11%	3,283	2,870
BALLINGER	8,306	7,305	87.95%	3,284	4,280
BICKFORD	7,728	7,305	94.53%	3,285	4,590
MCCARTER	9,849	7,304	74.16%	3,286	3,605
ASBURY	8,522	7,301	85.67%	3,287	4,157
HOULE	8,364	7,301	87.29%	3,288	4,239
PALERMO	8,165	7,301	89.42%	3,289	4,348
SAMMONS	8,161	7,298	89.43%	3,290	4,352
HYNES	8,104	7,295	90.02%	3,291	4,388
SZABO	7,678	7,294	95.00%	3,292	4,619
THOMSEN	7,654	7,293	95.28%	3,293	4,635
STROUP	7,627	7,283	95.49%	3,294	4,650
HENKE	7,566	7,283	96.26%	3,295	4,690
LERNER	7,672	7,282	94.92%	3,296	4,625
LIPSCOMB	12,948	7,282	56.24%	3,297	2,788
HAMMONDS	12,710	7,282	57.29%	3,298	2,839
WHITESIDE	11,334	7,279	64.22%	3,299	3,191
JENSON	7,956	7,279	91.49%	3,300	4,461
GUILLORY	15,161	7,267	47.93%	3,301	2,391
PROSSER	8,244	7,266	88.14%	3,302	4,312
BEELER	7,902	7,260	91.88%	3,303	4,489
BASILE	7,783	7,253	93.19%	3,304	4,555
NUTTER	8,137	7,251	89.11%	3,305	4,368
JEWETT	8,330	7,246	86.99%	3,306	4,254
MENDEZ	161,717	7,245	4.48%	3,307	162
HEADLEY	9,250	7,242	78.29%	3,308	3,830
ANGELL	7,725	7,237	93.68%	3,309	4,593
DENNING	8,076	7,235	89.59%	3,310	4,402
ELLINGTON	11,522	7,229	62.74%	3,311	3,132
MUNN	8,751	7,229	82.61%	3,312	4,056
GEARHART	7,553	7,227	95.68%	3,313	4,696
SCHENK	7,651	7,226	94.45%	3,314	4,637
FREELAND	8,653	7,226	83.51%	3,315	4,101
REITZ	7,604	7,225	95.02%	3,316	4,663
HITT	7,762	7,224	93.07%	3,317	4,567
STINNETT	8,142	7,218	88.65%	3,318	4,363
RINALDI	7,756	7,218	93.06%	3,319	4,573
SEBASTIAN	13,934	7,216	51.79%	3,320	2,586
SHUMATE	8,311	7,216	86.82%	3,321	4,276
COCHRANE	8,355	7,215	86.36%	3,322	4,246
PLANTE	7,744	7,211	93.12%	3,323	4,583
CRANFORD	8,883	7,210	81.17%	3,324	3,999
KLING	7,713	7,209	93.47%	3,325	4,598
TABER	7,788	7,208	92.55%	3,326	4,550
FERRARI	8,141	7,204	88.49%	3,327	4,364
ACOSTA	103,418	7,198	6.96%	3,328	302
ROLLER	7,894	7,197	91.17%	3,329	4,492
KRESS	7,528	7,196	95.59%	3,330	4,711
KOZAK	7,495	7,195	96.00%	3,331	4,733
VANWINKLE	7,811	7,192	92.08%	3,332	4,541
JOHNSEN	7,831	7,187	91.78%	3,333	4,528
BAHR	7,731	7,187	92.96%	3,334	4,589
BYNUM	16,166	7,183	44.43%	3,335	2,251
TIMMERMAN	7,569	7,181	94.87%	3,336	4,688
FURR	8,260	7,179	86.91%	3,337	4,304
CHEATHAM	12,852	7,177	55.84%	3,338	2,802
ISRAEL	10,245	7,173	70.01%	3,339	3,488
EHLERS	7,524	7,171	95.31%	3,340	4,714
ROMEO	8,636	7,168	83.00%	3,341	4,108
FARRINGTON	9,211	7,165	77.79%	3,342	3,844
REDDEN	9,067	7,165	79.02%	3,343	3,919
SWEARINGEN	7,872	7,165	91.02%	3,344	4,506
SHELBY	12,303	7,163	58.22%	3,345	2,912
JABLONSKI	7,469	7,163	95.90%	3,346	4,743
PRESSLEY	13,281	7,162	53.93%	3,347	2,713
TURNBULL	8,320	7,159	86.05%	3,348	4,267
FREUND	7,465	7,158	95.89%	3,349	4,745
SCHRAMM	7,543	7,153	94.83%	3,350	4,705
HALES	8,363	7,153	85.53%	3,351	4,240
PRINGLE	13,115	7,152	54.53%	3,352	2,750
MORRILL	7,598	7,152	94.13%	3,353	4,667
HECHT	7,466	7,152	95.79%	3,354	4,744
AULT	7,509	7,151	95.23%	3,355	4,723
HIGGS	10,333	7,151	69.21%	3,356	3,458
MCDEVITT	7,425	7,144	96.22%	3,357	4,768
HYLAND	7,862	7,142	90.84%	3,358	4,512
SIBLEY	9,467	7,139	75.41%	3,359	3,742
GATLIN	10,785	7,129	66.10%	3,360	3,329
BOREN	7,672	7,121	92.82%	3,361	4,625
STIDHAM	7,579	7,121	93.96%	3,362	4,684
MINNICK	7,581	7,120	93.92%	3,363	4,679
PEOPLES	18,672	7,120	38.13%	3,364	1,935
KOESTER	7,380	7,119	96.46%	3,365	4,789
ROMINE	7,704	7,118	92.39%	3,366	4,604
SHIRK	7,448	7,117	95.56%	3,367	4,754
WHEATON	9,202	7,117	77.34%	3,368	3,847
SCARBROUGH	8,327	7,117	85.47%	3,369	4,256
MCCLENDON	18,857	7,115	37.73%	3,370	1,907
ALLMAN	7,977	7,114	89.18%	3,371	4,447
JORGENSON	7,551	7,110	94.16%	3,372	4,698
SCHLEGEL	7,461	7,105	95.23%	3,373	4,747
DUVAL	8,851	7,104	80.26%	3,374	4,014
GUNTHER	7,882	7,094	90.00%	3,375	4,501
LANGER	7,506	7,093	94.50%	3,376	4,724
FELLOWS	7,948	7,090	89.20%	3,377	4,469
HYMAN	11,436	7,080	61.91%	3,378	3,158
CLOUTIER	7,461	7,079	94.88%	3,379	4,747
DRIGGERS	7,641	7,076	92.61%	3,380	4,648
MERRICK	8,629	7,073	81.97%	3,381	4,111
SCOGGINS	8,302	7,070	85.16%	3,382	4,282
BORGES	12,337	7,069	57.30%	3,383	2,908
BREEDLOVE	9,075	7,068	77.88%	3,384	3,914
HORNING	7,322	7,068	96.53%	3,385	4,820
MAURO	7,722	7,066	91.50%	3,386	4,594
BUNKER	7,581	7,064	93.18%	3,387	4,679
GERLACH	7,394	7,064	95.54%	3,388	4,784
BELT	8,737	7,060	80.81%	3,389	4,065
DYSON	12,017	7,058	58.73%	3,390	2,984
HAZEN	7,532	7,056	93.68%	3,391	4,710
HINTZ	7,406	7,051	95.21%	3,392	4,776
BRATTON	9,300	7,051	75.82%	3,393	3,809
MCGREW	9,354	7,050	75.37%	3,394	3,786
RABER	7,261	7,046	97.04%	3,395	4,854
TOOMEY	7,510	7,041	93.75%	3,396	4,722
FRIESEN	7,512	7,040	93.72%	3,397	4,721
WHITED	7,482	7,037	94.05%	3,398	4,739
FARROW	10,672	7,037	65.94%	3,399	3,353
FRANCISCO	24,095	7,036	29.20%	3,400	1,481
LINDNER	7,428	7,034	94.70%	3,401	4,765
LINVILLE	7,517	7,032	93.55%	3,402	4,717
FLORA	7,837	7,030	89.70%	3,403	4,523
FELIX	40,165	7,029	17.50%	3,404	863
FIEDLER	7,403	7,028	94.93%	3,405	4,777
POLAND	7,746	7,024	90.68%	3,406	4,581
COCKRELL	9,465	7,021	74.18%	3,407	3,744
GRESHAM	11,412	7,016	61.48%	3,408	3,162
MARKLEY	7,581	7,015	92.53%	3,409	4,679
CARNAHAN	7,424	7,013	94.46%	3,410	4,769
MACLEAN	7,504	7,012	93.44%	3,411	4,726
YAGER	7,427	7,010	94.39%	3,412	4,766
TEAL	8,937	7,009	78.43%	3,413	3,976
DUPRE	8,131	7,009	86.20%	3,414	4,372
BUCHER	7,417	7,008	94.49%	3,415	4,772
PELLEGRINO	7,398	7,002	94.65%	3,416	4,781
FRANKE	7,359	7,002	95.15%	3,417	4,802
SAMSON	11,123	6,994	62.88%	3,418	3,246
JOBE	8,536	6,991	81.90%	3,419	4,151
FORTIER	7,634	6,991	91.58%	3,420	4,649
BERLIN	7,503	6,986	93.11%	3,421	4,729
GREENLEE	9,048	6,984	77.19%	3,422	3,933
PENA	130,776	6,983	5.34%	3,423	227
LANGLOIS	7,513	6,983	92.95%	3,424	4,719
FONTANA	7,685	6,980	90.83%	3,425	4,615
CRITES	7,363	6,980	94.80%	3,426	4,799
JANES	7,659	6,972	91.03%	3,427	4,632
RHEA	8,219	6,971	84.82%	3,428	4,323
DELL	8,255	6,970	84.43%	3,429	4,305
HERRIN	7,755	6,970	89.88%	3,430	4,576
DUARTE	42,983	6,963	16.20%	3,431	808
KERSEY	8,459	6,963	82.31%	3,432	4,189
BALLEW	7,857	6,963	88.62%	3,433	4,514
MERCIER	8,149	6,960	85.41%	3,434	4,361
REISS	7,334	6,958	94.87%	3,435	4,815
HOLCOMBE	8,103	6,953	85.81%	3,436	4,390
SPRADLIN	7,356	6,952	94.51%	3,437	4,806
ROSENBERGER	7,228	6,947	96.11%	3,438	4,874
BATSON	8,951	6,947	77.61%	3,439	3,972
SELLS	8,633	6,946	80.46%	3,440	4,110
BUCKINGHAM	8,094	6,946	85.82%	3,441	4,394
TREADWAY	7,792	6,945	89.13%	3,442	4,544
MICKELSON	7,267	6,945	95.57%	3,443	4,850
BOLING	7,597	6,941	91.37%	3,444	4,669
GORSKI	7,213	6,938	96.19%	3,445	4,882
WOOLDRIDGE	7,788	6,938	89.09%	3,446	4,550
BELLAMY	17,167	6,935	40.40%	3,447	2,108
MATHESON	7,585	6,935	91.43%	3,448	4,678
POMEROY	7,377	6,934	93.99%	3,449	4,792
GUFFEY	7,307	6,934	94.90%	3,450	4,828
WINSTEAD	8,756	6,934	79.19%	3,451	4,054
MARTEL	9,056	6,924	76.46%	3,452	3,925
TRACEY	8,152	6,923	84.92%	3,453	4,359
MALCOLM	10,618	6,920	65.17%	3,454	3,364
PICARD	7,898	6,912	87.52%	3,455	4,491
CUSHMAN	7,400	6,912	93.41%	3,456	4,779
KNUDSON	7,278	6,912	94.97%	3,457	4,841
RASH	7,769	6,911	88.96%	3,458	4,565
KEISER	7,348	6,908	94.01%	3,459	4,809
MCKEON	7,283	6,905	94.81%	3,460	4,839
LINDGREN	7,300	6,904	94.58%	3,461	4,834
PITMAN	7,789	6,904	88.64%	3,462	4,549
CRISWELL	8,077	6,903	85.46%	3,463	4,401
DERR	7,456	6,903	92.58%	3,464	4,749
OGRADY	7,306	6,902	94.47%	3,465	4,831
BOURNE	9,270	6,902	74.46%	3,466	3,823
KEEL	8,682	6,901	79.49%	3,467	4,090
FRANKEL	7,253	6,899	95.12%	3,468	4,860
MCVAY	8,086	6,892	85.23%	3,469	4,398
SILVERS	7,602	6,891	90.65%	3,470	4,664
ECHOLS	14,456	6,888	47.65%	3,471	2,501
GANDY	10,444	6,887	65.94%	3,472	3,417
NUNLEY	9,046	6,885	76.11%	3,473	3,936
MCLEMORE	10,850	6,883	63.44%	3,474	3,306
BUDD	8,026	6,883	85.76%	3,475	4,427
MCKEOWN	7,357	6,878	93.49%	3,476	4,805
FALCONE	7,423	6,876	92.63%	3,477	4,770
SCHLOSSER	7,203	6,876	95.46%	3,478	4,892
HELD	7,195	6,875	95.55%	3,479	4,896
MARTINI	7,612	6,872	90.28%	3,480	4,658
MICHELS	7,225	6,872	95.11%	3,481	4,875
RUPERT	7,936	6,872	86.59%	3,482	4,474
YOUNGER	10,658	6,870	64.46%	3,483	3,357
HENDRICK	7,988	6,870	86.00%	3,484	4,441
WALZ	7,220	6,869	95.14%	3,485	4,879
WICKS	9,489	6,868	72.38%	3,486	3,735
SWEAT	9,194	6,867	74.69%	3,487	3,856
GUZMAN	167,044	6,866	4.11%	3,488	154
WOODSON	17,242	6,864	39.81%	3,489	2,098
TRUITT	9,557	6,863	71.81%	3,490	3,712
DENHAM	8,156	6,857	84.07%	3,491	4,355
SCROGGINS	9,495	6,855	72.20%	3,492	3,732
BRANNAN	7,452	6,854	91.98%	3,493	4,753
CUPP	7,263	6,854	94.37%	3,494	4,853
CLEGG	8,045	6,853	85.18%	3,495	4,414
LUNDGREN	7,198	6,851	95.18%	3,496	4,894
HARBIN	8,587	6,848	79.75%	3,497	4,130
STARLING	10,004	6,847	68.44%	3,498	3,567
FINCHER	7,951	6,846	86.10%	3,499	4,466
WINDSOR	7,621	6,846	89.83%	3,500	4,652
KUEHN	7,181	6,845	95.32%	3,501	4,905
ABNEY	9,948	6,844	68.80%	3,502	3,579
HUEY	9,800	6,844	69.84%	3,503	3,625
AMMONS	8,904	6,844	76.86%	3,504	3,989
LILLEY	7,780	6,841	87.93%	3,505	4,557
CASS	7,581	6,841	90.24%	3,506	4,679
LOVEJOY	8,351	6,838	81.88%	3,507	4,249
BOOTHE	8,656	6,837	78.99%	3,508	4,100
SACHS	7,248	6,835	94.30%	3,509	4,866
CAMPOS	96,111	6,833	7.11%	3,510	323
AVILA	97,314	6,831	7.02%	3,511	318
EARNEST	7,968	6,830	85.72%	3,512	4,452
BANDY	8,582	6,826	79.54%	3,513	4,133
MOLLOY	7,238	6,826	94.31%	3,514	4,868
JUNG	24,026	6,823	28.40%	3,515	1,486
LEMIEUX	7,567	6,822	90.15%	3,516	4,689
SANDOVAL	128,948	6,821	5.29%	3,517	233
WALLING	7,275	6,819	93.73%	3,518	4,842
FAZIO	7,210	6,819	94.58%	3,519	4,885
TENNEY	7,238	6,815	94.16%	3,520	4,868
RIES	7,258	6,813	93.87%	3,521	4,857
HUNDLEY	8,532	6,812	79.84%	3,522	4,152
RUTTER	7,205	6,808	94.49%	3,523	4,890
ABELL	7,339	6,806	92.74%	3,524	4,811
BERNHARDT	7,253	6,804	93.81%	3,525	4,860
GARRITY	7,156	6,803	95.07%	3,526	4,914
BARROWS	7,773	6,803	87.52%	3,527	4,561
GLASGOW	9,078	6,799	74.90%	3,528	3,913
ATCHISON	8,185	6,798	83.05%	3,529	4,338
SNOOK	7,141	6,793	95.13%	3,530	4,926
KOSS	8,544	6,788	79.45%	3,531	4,147
GRIM	7,418	6,785	91.47%	3,532	4,771
OSBURN	7,549	6,783	89.85%	3,533	4,699
KESTER	7,237	6,782	93.71%	3,534	4,870
SETTLE	8,202	6,782	82.69%	3,535	4,329
LEAR	7,649	6,775	88.57%	3,536	4,638
MULDER	7,317	6,775	92.59%	3,537	4,822
PLACE	7,251	6,773	93.41%	3,538	4,862
RANDAZZO	7,190	6,773	94.20%	3,539	4,900
MATTESON	7,148	6,772	94.74%	3,540	4,919
THORNBURG	7,309	6,768	92.60%	3,541	4,827
SISCO	7,993	6,766	84.65%	3,542	4,440
BERKOWITZ	7,000	6,764	96.63%	3,543	5,018
VOIGT	7,251	6,763	93.27%	3,544	4,862
LACROIX	8,003	6,761	84.48%	3,545	4,436
OSTROWSKI	7,005	6,757	96.46%	3,546	5,015
GABEL	7,177	6,751	94.06%	3,547	4,907
GRAZIANO	7,559	6,750	89.30%	3,548	4,694
SPITZER	7,027	6,749	96.04%	3,549	5,002
BLYTHE	7,947	6,749	84.93%	3,550	4,470
KUHNS	7,055	6,743	95.58%	3,551	4,979
PEAK	8,713	6,742	77.38%	3,552	4,076
WESTPHAL	7,101	6,740	94.92%	3,553	4,953
CRUSE	8,614	6,739	78.23%	3,554	4,121
VANDENBERG	7,121	6,737	94.61%	3,555	4,944
KEATON	9,723	6,736	69.28%	3,556	3,656
WORTH	7,713	6,733	87.29%	3,557	4,598
JOHNSTONE	7,313	6,729	92.01%	3,558	4,825
LATIMER	9,733	6,728	69.13%	3,559	3,653
ROUSSEAU	8,270	6,726	81.33%	3,560	4,297
FLANIGAN	7,648	6,726	87.94%	3,561	4,640
TROWBRIDGE	7,095	6,724	94.77%	3,562	4,956
BICKEL	7,035	6,724	95.58%	3,563	4,990
FRIED	7,010	6,723	95.91%	3,564	5,012
CHRIST	7,261	6,720	92.55%	3,565	4,854
RALPH	8,153	6,719	82.41%	3,566	4,358
RIDGEWAY	8,975	6,714	74.81%	3,567	3,960
SHINN	8,038	6,714	83.53%	3,568	4,424
AGNEW	9,856	6,710	68.08%	3,569	3,602
JENKS	7,396	6,709	90.71%	3,570	4,782
EARLE	8,672	6,708	77.35%	3,571	4,095
TEIXEIRA	8,895	6,704	75.37%	3,572	3,994
GINN	8,088	6,702	82.86%	3,573	4,396
BOLT	7,504	6,702	89.31%	3,574	4,726
FELLER	7,085	6,702	94.59%	3,575	4,963
NEEL	7,209	6,697	92.90%	3,576	4,887
SHERRY	7,271	6,695	92.08%	3,577	4,846
ALCORN	7,884	6,692	84.88%	3,578	4,498
DESTEFANO	7,058	6,685	94.72%	3,579	4,975
SEE	9,081	6,683	73.59%	3,580	3,911
BINKLEY	7,159	6,682	93.34%	3,581	4,912
ZIMMERMANN	7,123	6,679	93.77%	3,582	4,942
PIATT	7,463	6,678	89.48%	3,583	4,746
SNOWDEN	11,171	6,677	59.77%	3,584	3,233
FORTUNE	11,748	6,676	56.83%	3,585	3,051
NALL	7,966	6,676	83.81%	3,586	4,454
FISHMAN	6,962	6,674	95.86%	3,587	5,040
NAPOLITANO	7,153	6,671	93.26%	3,588	4,917
GREATHOUSE	8,217	6,670	81.17%	3,589	4,324
CRADDOCK	8,772	6,668	76.01%	3,590	4,049
TAVARES	12,766	6,665	52.21%	3,591	2,825
SAYERS	7,705	6,662	86.46%	3,592	4,603
NUTT	7,541	6,662	88.34%	3,593	4,706
MABE	6,939	6,661	95.99%	3,594	5,052
MCCOOL	7,259	6,659	91.73%	3,595	4,856
BLODGETT	7,157	6,659	93.04%	3,596	4,913
WALLIN	7,034	6,658	94.65%	3,597	4,995
MERKEL	6,991	6,653	95.17%	3,598	5,022
ACKLEY	7,102	6,651	93.65%	3,599	4,952
SHORES	7,691	6,649	86.45%	3,600	4,613
LEA	9,180	6,649	72.43%	3,601	3,863
SALEM	8,404	6,648	79.11%	3,602	4,215
NAVARRO	99,807	6,647	6.66%	3,603	315
FAIN	8,122	6,646	81.83%	3,604	4,379
BUTTON	7,341	6,637	90.41%	3,605	4,810
HADDOCK	7,940	6,635	83.56%	3,606	4,472
CAVE	8,389	6,633	79.07%	3,607	4,228
CASTLEBERRY	8,210	6,632	80.78%	3,608	4,326
GILSON	7,271	6,631	91.20%	3,609	4,846
MANGUM	9,515	6,629	69.67%	3,610	3,723
MICHALSKI	6,914	6,628	95.86%	3,611	5,072
FOLSOM	7,598	6,627	87.22%	3,612	4,667
REDD	13,119	6,626	50.51%	3,613	2,749
ENRIGHT	7,108	6,623	93.18%	3,614	4,951
TALBOTT	7,386	6,622	89.66%	3,615	4,787
NEWLAND	7,491	6,620	88.37%	3,616	4,735
PIPPIN	7,326	6,619	90.35%	3,617	4,818
NUNEZ	125,350	6,618	5.28%	3,618	242
RUDY	7,069	6,616	93.59%	3,619	4,969
WILHITE	8,325	6,615	79.46%	3,620	4,261
SANTIAGO	122,212	6,612	5.41%	3,621	248
KIM	262,352	6,611	2.52%	3,622	77
NILSON	10,010	6,611	66.04%	3,623	3,562
ULMER	8,165	6,611	80.97%	3,624	4,348
MARLER	7,058	6,611	93.67%	3,625	4,975
ROHDE	6,961	6,608	94.93%	3,626	5,043
GADDIS	9,142	6,605	72.25%	3,627	3,877
SORRELL	8,641	6,604	76.43%	3,628	4,104
GOSNELL	6,931	6,602	95.25%	3,629	5,060
ANGELO	7,728	6,601	85.42%	3,630	4,590
BROWNLEE	11,344	6,599	58.17%	3,631	3,186
BARE	7,291	6,599	90.51%	3,632	4,836
EAGLE	8,325	6,598	79.26%	3,633	4,261
BOUNDS	7,960	6,598	82.89%	3,634	4,457
PRENTICE	7,874	6,598	83.79%	3,635	4,505
WILLIFORD	8,352	6,595	78.96%	3,636	4,248
SNEAD	10,500	6,592	62.78%	3,637	3,407
BARNETTE	8,480	6,592	77.74%	3,638	4,178
MCGARRY	6,982	6,584	94.30%	3,639	5,026
POULIN	6,892	6,584	95.53%	3,640	5,081
SIPES	7,034	6,582	93.57%	3,641	4,995
DESMOND	7,395	6,579	88.97%	3,642	4,783
SEARCY	10,243	6,577	64.21%	3,643	3,490
HEFLIN	7,609	6,575	86.41%	3,644	4,660
FARBER	6,897	6,575	95.33%	3,645	5,077
DONLEY	7,589	6,572	86.60%	3,646	4,675
SACCO	6,942	6,570	94.64%	3,647	5,051
SALYER	6,926	6,570	94.86%	3,648	5,064
BORDERS	9,053	6,569	72.56%	3,649	3,928
LISTER	8,350	6,568	78.66%	3,650	4,250
SHIVELY	7,000	6,568	93.83%	3,651	5,018
HEFFERNAN	6,961	6,567	94.34%	3,652	5,043
MCNAIR	16,595	6,567	39.57%	3,653	2,191
WINSTON	21,667	6,565	30.30%	3,654	1,662
RUTKOWSKI	6,805	6,565	96.47%	3,655	5,142
JEFFERY	9,766	6,564	67.21%	3,656	3,638
MCCURRY	7,590	6,559	86.42%	3,657	4,673
CONAWAY	8,264	6,555	79.32%	3,658	4,300
PETER	9,191	6,551	71.28%	3,659	3,859
SIMONE	7,221	6,551	90.72%	3,660	4,878
BUXTON	7,925	6,550	82.65%	3,661	4,477
BISCHOFF	6,897	6,547	94.93%	3,662	5,077
CAUDLE	8,167	6,543	80.12%	3,663	4,346
BATTEN	7,716	6,542	84.78%	3,664	4,597
BROWNELL	7,045	6,541	92.85%	3,665	4,984
MILBURN	7,871	6,541	83.10%	3,666	4,507
LUNDQUIST	6,853	6,540	95.43%	3,667	5,110
BEARDSLEY	6,950	6,535	94.03%	3,668	5,048
MCFALL	7,602	6,533	85.94%	3,669	4,664
MUSICK	6,972	6,533	93.70%	3,670	5,033
WICKHAM	7,335	6,532	89.05%	3,671	4,814
ELLIOT	8,518	6,532	76.68%	3,672	4,160
JUDY	6,962	6,530	93.79%	3,673	5,040
EAVES	7,902	6,528	82.61%	3,674	4,489
CORWIN	6,887	6,527	94.77%	3,675	5,083
KRAUSS	6,865	6,527	95.08%	3,676	5,097
COGGINS	7,722	6,519	84.42%	3,677	4,594
PIEPER	6,860	6,507	94.85%	3,678	5,103
TRAVERS	7,833	6,507	83.07%	3,679	4,525
IRISH	7,336	6,506	88.69%	3,680	4,813
SIEBERT	6,932	6,504	93.83%	3,681	5,059
SHRADER	6,855	6,503	94.87%	3,682	5,109
WALTZ	6,819	6,499	95.31%	3,683	5,131
BECHTEL	6,813	6,499	95.39%	3,684	5,137
MCGINLEY	6,851	6,497	94.83%	3,685	5,112
EISENBERG	6,798	6,495	95.54%	3,686	5,148
HEFFNER	6,980	6,491	92.99%	3,687	5,029
BEESON	6,952	6,488	93.33%	3,688	5,047
NELSEN	6,825	6,482	94.97%	3,689	5,128
PENROD	6,867	6,481	94.38%	3,690	5,095
PADILLA	105,365	6,480	6.15%	3,691	293
HETRICK	6,784	6,479	95.50%	3,692	5,156
NEWKIRK	10,620	6,477	60.99%	3,693	3,363
MAJORS	9,747	6,474	66.42%	3,694	3,650
MCCORKLE	8,529	6,466	75.81%	3,695	4,154
KISTLER	6,742	6,464	95.88%	3,696	5,185
GELLER	6,810	6,463	94.90%	3,697	5,139
SOUTHERLAND	8,336	6,463	77.53%	3,698	4,252
WALLEN	7,436	6,461	86.89%	3,699	4,763
DURANT	12,428	6,458	51.96%	3,700	2,889
TROMBLEY	6,908	6,456	93.46%	3,701	5,074
BRUMFIELD	11,842	6,454	54.50%	3,702	3,027
VEGA	116,673	6,452	5.53%	3,703	261
NETTLES	11,302	6,451	57.08%	3,704	3,198
BETTENCOURT	7,365	6,448	87.55%	3,705	4,797
THORSON	6,752	6,448	95.50%	3,706	5,173
HUNTINGTON	7,306	6,442	88.17%	3,707	4,831
KAUFMANN	6,818	6,441	94.47%	3,708	5,133
BEAR	8,252	6,441	78.05%	3,709	4,308
CALLOWAY	16,689	6,439	38.58%	3,710	2,175
DONALD	12,367	6,435	52.03%	3,711	2,899
CROMER	7,952	6,432	80.89%	3,712	4,465
KOLLER	6,792	6,426	94.61%	3,713	5,152
LOPER	7,950	6,425	80.82%	3,714	4,467
STUBBLEFIELD	8,878	6,421	72.32%	3,715	4,002
DOMBROWSKI	6,676	6,421	96.18%	3,716	5,228
EMBRY	8,675	6,420	74.01%	3,717	4,092
HAIGHT	6,929	6,419	92.64%	3,718	5,062
EDEN	7,489	6,418	85.70%	3,719	4,736
WELBORN	7,095	6,418	90.46%	3,720	4,956
WEIGEL	6,740	6,417	95.21%	3,721	5,187
BOOHER	6,900	6,416	92.99%	3,722	5,075
HASS	6,863	6,415	93.47%	3,723	5,101
HARLEY	12,186	6,411	52.61%	3,724	2,943
LAVIGNE	7,204	6,410	88.98%	3,725	4,891
ROEDER	6,742	6,409	95.06%	3,726	5,185
COUSINS	9,380	6,408	68.32%	3,727	3,773
WOOLSEY	6,949	6,406	92.19%	3,728	5,049
SCHNELL	6,708	6,406	95.50%	3,729	5,208
BOWLIN	6,938	6,403	92.29%	3,730	5,055
GANT	14,167	6,403	45.20%	3,731	2,550
